Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Michigan,Flint,Temperature,21-30,1.13
2021,Michigan,Flint,Wind,31-40,1.66
2021,Michigan,Flint,Humidity,Storm,3.12
2021,Michigan,Flint,Temperature,Breeze,4.43
2021,Michigan,Flint,Wind,Calm,5.5
2021,Michigan,Flint,Humidity,Medium,6.25
2021,Michigan,Flint,Temperature,Low,7.68
2021,Michigan,Flint,Wind,High,8.42
2021,Michigan,Flint,Humidity,21-30,5.57
2016,Florida,Detroit,Temperature,21-30,10.73
2016,Florida,Detroit,Wind,31-40,11.86
2016,Florida,Detroit,Humidity,Storm,12.05
2016,Florida,Detroit,Temperature,Breeze,13.75
2016,Florida,Detroit,Wind,Calm,13.0
2016,Florida,Detroit,Humidity,Medium,11.76
2016,Florida,Detroit,Temperature,Low,8.73
2016,Florida,Detroit,Wind,High,13.05
2016,Florida,Detroit,Humidity,21-30,18.97
2021,Michigan,Tampa,Temperature,21-30,16.83
2021,Michigan,Tampa,Wind,31-40,13.33
2021,Michigan,Tampa,Humidity,Storm,4.34
2021,Michigan,Tampa,Temperature,Breeze,22.45
2021,Michigan,Tampa,Wind,Calm,23.97
2021,Michigan,Tampa,Humidity,Medium,24.95
2021,Michigan,Tampa,Temperature,Low,24.79
2021,Michigan,Tampa,Wind,High,26.19
2021,Michigan,Tampa,Humidity,21-30,27.13
2016,Florida,Fort Lauderdale,Temperature,21-30,27.11
2016,Florida,Fort Lauderdale,Wind,31-40,26.74
2016,Florida,Fort Lauderdale,Humidity,Storm,26.81
2016,Florida,Fort Lauderdale,Temperature,Breeze,26.16
2016,Florida,Fort Lauderdale,Wind,Calm,27.94
2016,Florida,Fort Lauderdale,Humidity,Medium,24.29
2016,Florida,Fort Lauderdale,Temperature,Low,4.93
2016,Florida,Fort Lauderdale,Wind,High,18.78
2016,Florida,Fort Lauderdale,Humidity,21-30,6.29
