Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2021,Q2,Dairy,Cream,265.2
Import,2021,Q2,Beverage,Milk,778.26
Import,2021,Q2,Dairy,Yoghurt,530.55
Import,2021,Q2,Beverage,Soda,25.97
Import,2021,Q2,Dairy,Coffee,25.11
Import,2021,Q2,Beverage,Cream,416.0
Import,2018,Q2,Dairy,Cream,801.46
Import,2018,Q2,Beverage,Milk,160.23
Import,2018,Q2,Dairy,Yoghurt,678.29
Import,2018,Q2,Beverage,Soda,38.12
Import,2018,Q2,Dairy,Coffee,551.43
Import,2018,Q2,Beverage,Cream,44.33
Import,2021,Q2,Dairy,Cream,941.06
Import,2021,Q2,Beverage,Milk,819.1
Import,2021,Q2,Dairy,Yoghurt,828.71
Import,2021,Q2,Beverage,Soda,316.82
Import,2021,Q2,Dairy,Coffee,960.95
Import,2021,Q2,Beverage,Cream,713.82
Import,2018,Q2,Dairy,Cream,332.07
Import,2018,Q2,Beverage,Milk,982.88
Import,2018,Q2,Dairy,Yoghurt,858.88
Import,2018,Q2,Beverage,Soda,367.14
Import,2018,Q2,Dairy,Coffee,501.62
Import,2018,Q2,Beverage,Cream,762.39
