Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Illinois,Champaign,Humidity,Medium,0.97
2021,Illinois,Champaign,Temperature,Low,1.5
2021,Illinois,Champaign,Wind,0-10,2.17
2021,Illinois,Champaign,Humidity,21-30,3.78
2021,Illinois,Champaign,Temperature,31-40,4.21
2021,Illinois,Champaign,Wind,Calm,5.53
2021,Illinois,Champaign,Humidity,Breeze,4.09
2021,Illinois,Champaign,Temperature,Storm,7.55
2021,Illinois,Champaign,Wind,Medium,8.76
2015,Georgia,Chicago,Humidity,Medium,7.79
2015,Georgia,Chicago,Temperature,Low,6.99
2015,Georgia,Chicago,Wind,0-10,8.39
2015,Georgia,Chicago,Humidity,21-30,12.55
2015,Georgia,Chicago,Temperature,31-40,12.51
2015,Georgia,Chicago,Wind,Calm,14.46
2015,Georgia,Chicago,Humidity,Breeze,15.65
2015,Georgia,Chicago,Temperature,Storm,15.54
2015,Georgia,Chicago,Wind,Medium,8.16
2018,Michigan,Springfield,Humidity,Medium,18.4
2018,Michigan,Springfield,Temperature,Low,10.55
2018,Michigan,Springfield,Wind,0-10,20.95
2018,Michigan,Springfield,Humidity,21-30,21.37
2018,Michigan,Springfield,Temperature,31-40,22.68
2018,Michigan,Springfield,Wind,Calm,23.24
2018,Michigan,Springfield,Humidity,Breeze,23.92
2018,Michigan,Springfield,Temperature,Storm,23.43
2018,Michigan,Springfield,Wind,Medium,23.6
2021,Illinois,Columbus,Humidity,Medium,25.79
2021,Illinois,Columbus,Temperature,Low,24.78
2021,Illinois,Columbus,Wind,0-10,25.65
2021,Illinois,Columbus,Humidity,21-30,22.41
2021,Illinois,Columbus,Temperature,31-40,23.31
2021,Illinois,Columbus,Wind,Calm,25.09
2021,Illinois,Columbus,Humidity,Breeze,25.71
2021,Illinois,Columbus,Temperature,Storm,26.52
2021,Illinois,Columbus,Wind,Medium,26.42
2015,Georgia,Albany,Humidity,Medium,7.57
2015,Georgia,Albany,Temperature,Low,13.32
2015,Georgia,Albany,Wind,0-10,1.04
2015,Georgia,Albany,Humidity,21-30,14.89
2015,Georgia,Albany,Temperature,31-40,16.9
2015,Georgia,Albany,Wind,Calm,3.0
2015,Georgia,Albany,Humidity,Breeze,17.78
2015,Georgia,Albany,Temperature,Storm,17.82
2015,Georgia,Albany,Wind,Medium,20.11
2018,Michigan,Washington,Humidity,Medium,20.4
2018,Michigan,Washington,Temperature,Low,2.72
2018,Michigan,Washington,Wind,0-10,22.0
2018,Michigan,Washington,Humidity,21-30,24.61
2018,Michigan,Washington,Temperature,31-40,24.86
2018,Michigan,Washington,Wind,Calm,7.9
2018,Michigan,Washington,Humidity,Breeze,11.4
2018,Michigan,Washington,Temperature,Storm,15.44
2018,Michigan,Washington,Wind,Medium,3.55
2021,Illinois,Flint,Humidity,Medium,5.69
2021,Illinois,Flint,Temperature,Low,0.12
2021,Illinois,Flint,Wind,0-10,0.66
2021,Illinois,Flint,Humidity,21-30,5.77
2021,Illinois,Flint,Temperature,31-40,8.95
2021,Illinois,Flint,Wind,Calm,8.09
2021,Illinois,Flint,Humidity,Breeze,11.8
2021,Illinois,Flint,Temperature,Storm,14.55
2021,Illinois,Flint,Wind,Medium,16.27
2015,Georgia,Port Huron,Humidity,Medium,17.41
2015,Georgia,Port Huron,Temperature,Low,17.23
2015,Georgia,Port Huron,Wind,0-10,18.69
2015,Georgia,Port Huron,Humidity,21-30,18.02
2015,Georgia,Port Huron,Temperature,31-40,19.95
2015,Georgia,Port Huron,Wind,Calm,19.09
2015,Georgia,Port Huron,Humidity,Breeze,22.13
2015,Georgia,Port Huron,Temperature,Storm,22.63
2015,Georgia,Port Huron,Wind,Medium,23.3
2018,Michigan,Detroit,Humidity,Medium,0.33
2018,Michigan,Detroit,Temperature,Low,26.26
2018,Michigan,Detroit,Wind,0-10,27.24
2018,Michigan,Detroit,Humidity,21-30,3.74
2018,Michigan,Detroit,Temperature,31-40,7.92
2018,Michigan,Detroit,Wind,Calm,9.92
2018,Michigan,Detroit,Humidity,Breeze,9.53
2018,Michigan,Detroit,Temperature,Storm,10.81
2018,Michigan,Detroit,Wind,Medium,10.99
