Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q2,June,0.5
Production,Factory,Q1,May,1.24
Production,Factory,Q3,January,3.99
Production,Factory,Q2,February,4.76
Production,Factory,Q1,March,8.92
Production,Factory,Q3,July,8.31
Production,Factory,Q2,August,11.85
Production,Factory,Q1,June,11.21
Production,Factory,Q3,May,13.76
Service,Workshop,Q2,June,15.87
Service,Workshop,Q1,May,16.71
Service,Workshop,Q3,January,17.61
Service,Workshop,Q2,February,18.12
Service,Workshop,Q1,March,16.51
Service,Workshop,Q3,July,20.48
Service,Workshop,Q2,August,16.92
Service,Workshop,Q1,June,18.65
Service,Workshop,Q3,May,27.02
Residential,School,Q2,June,28.06
Residential,School,Q1,May,29.15
Residential,School,Q3,January,30.43
Residential,School,Q2,February,28.36
Residential,School,Q1,March,31.84
Residential,School,Q3,July,33.79
Residential,School,Q2,August,34.92
Residential,School,Q1,June,34.6
Residential,School,Q3,May,36.61
Production,Library,Q2,June,37.41
Production,Library,Q1,May,37.45
Production,Library,Q3,January,38.79
Production,Library,Q2,February,40.02
Production,Library,Q1,March,41.29
Production,Library,Q3,July,40.28
Production,Library,Q2,August,43.92
Production,Library,Q1,June,44.94
Production,Library,Q3,May,45.74
Service,Administration,Q2,June,34.36
Service,Administration,Q1,May,47.14
Service,Administration,Q3,January,47.94
Service,Administration,Q2,February,54.38
Service,Administration,Q1,March,55.76
Service,Administration,Q3,July,58.62
Service,Administration,Q2,August,62.97
Service,Administration,Q1,June,63.47
Service,Administration,Q3,May,62.75
Residential,Hotel,Q2,June,62.69
Residential,Hotel,Q1,May,66.96
Residential,Hotel,Q3,January,69.99
Residential,Hotel,Q2,February,70.65
Residential,Hotel,Q1,March,71.09
Residential,Hotel,Q3,July,72.7
Residential,Hotel,Q2,August,74.52
Residential,Hotel,Q1,June,76.1
Residential,Hotel,Q3,May,76.51
Production,Apartment,Q2,June,77.56
Production,Apartment,Q1,May,77.44
Production,Apartment,Q3,January,78.25
Production,Apartment,Q2,February,79.39
Production,Apartment,Q1,March,82.77
Production,Apartment,Q3,July,83.94
Production,Apartment,Q2,August,80.97
Production,Apartment,Q1,June,85.88
Production,Apartment,Q3,May,85.79
Service,House,Q2,June,87.41
Service,House,Q1,May,88.01
Service,House,Q3,January,90.04
Service,House,Q2,February,91.77
Service,House,Q1,March,92.09
Service,House,Q3,July,93.46
Service,House,Q2,August,96.45
Service,House,Q1,June,97.89
Service,House,Q3,May,99.55
