Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Cereals,Rice,899.02
Export,2020,Beverage,Oats,901.17
Export,2020,Meat,Juice,902.49
Export,2020,Cereals,Soda,396.76
Export,2020,Beverage,Tea,14.58
Export,2020,Meat,Pork,912.27
Export,2020,Cereals,Chicken,786.97
Export,2020,Beverage,Lamb,921.32
Export,2020,Meat,Rice,666.2
Export,2015,Cereals,Rice,43.91
Export,2015,Beverage,Oats,48.11
Export,2015,Meat,Juice,432.03
Export,2015,Cereals,Soda,436.48
Export,2015,Beverage,Tea,698.39
Export,2015,Meat,Pork,322.53
Export,2015,Cereals,Chicken,194.17
Export,2015,Beverage,Lamb,581.13
Export,2015,Meat,Rice,197.33
Export,2020,Cereals,Rice,329.34
Export,2020,Beverage,Oats,203.74
Export,2020,Meat,Juice,204.57
Export,2020,Cereals,Soda,471.7
Export,2020,Beverage,Tea,987.63
Export,2020,Meat,Pork,93.77
Export,2020,Cereals,Chicken,487.83
Export,2020,Beverage,Lamb,497.47
Export,2020,Meat,Rice,246.06
