Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,March,1.59
Production,Factory,Q4,February,2.96
Production,Factory,Q3,January,3.26
Production,Factory,Q1,December,4.33
Production,Factory,Q4,October,7.27
Production,Factory,Q3,November,9.96
Production,Factory,Q1,September,9.16
Production,Factory,Q4,August,11.31
Production,Factory,Q3,July,12.08
Residential,Workshop,Q1,March,12.93
Residential,Workshop,Q4,February,12.61
Residential,Workshop,Q3,January,11.29
Residential,Workshop,Q1,December,18.35
Residential,Workshop,Q4,October,20.51
Residential,Workshop,Q3,November,23.08
Residential,Workshop,Q1,September,24.98
Residential,Workshop,Q4,August,81.89
Residential,Workshop,Q3,July,26.43
Culture,Hotel,Q1,March,27.62
Culture,Hotel,Q4,February,27.67
Culture,Hotel,Q3,January,29.55
Culture,Hotel,Q1,December,29.19
Culture,Hotel,Q4,October,35.0
Culture,Hotel,Q3,November,37.36
Culture,Hotel,Q1,September,38.41
Culture,Hotel,Q4,August,40.65
Culture,Hotel,Q3,July,42.05
Production,House,Q1,March,46.46
Production,House,Q4,February,47.06
Production,House,Q3,January,47.92
Production,House,Q1,December,49.14
Production,House,Q4,October,57.44
Production,House,Q3,November,59.23
Production,House,Q1,September,61.25
Production,House,Q4,August,64.98
Production,House,Q3,July,65.92
Residential,Apartment,Q1,March,67.28
Residential,Apartment,Q4,February,69.33
Residential,Apartment,Q3,January,71.73
Residential,Apartment,Q1,December,71.53
Residential,Apartment,Q4,October,73.99
Residential,Apartment,Q3,November,73.9
Residential,Apartment,Q1,September,75.95
Residential,Apartment,Q4,August,75.66
Residential,Apartment,Q3,July,72.4
Culture,Concert,Q1,March,78.35
Culture,Concert,Q4,February,73.68
Culture,Concert,Q3,January,80.95
Culture,Concert,Q1,December,80.8
Culture,Concert,Q4,October,82.0
Culture,Concert,Q3,November,83.36
Culture,Concert,Q1,September,83.17
Culture,Concert,Q4,August,84.75
Culture,Concert,Q3,July,84.32
Production,Museum,Q1,March,85.84
Production,Museum,Q4,February,88.89
Production,Museum,Q3,January,85.6
Production,Museum,Q1,December,88.71
Production,Museum,Q4,October,91.55
Production,Museum,Q3,November,83.46
Production,Museum,Q1,September,94.79
Production,Museum,Q4,August,96.91
Production,Museum,Q3,July,98.47
