Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q3,August,Illinois,Springfield,2.69
Production,Workshop,Q1,July,Nevada,Chicago,10.75
Production,Workshop,Q3,March,Illinois,Boulder City,11.1
Production,Workshop,Q1,January,Nevada,Las Vegas,11.86
Production,Workshop,Q3,February,Illinois,Springfield,13.73
Production,Workshop,Q1,August,Nevada,Chicago,14.36
Residential,Factory,Q3,August,Illinois,Springfield,15.12
Residential,Factory,Q1,July,Nevada,Chicago,13.66
Residential,Factory,Q3,March,Illinois,Boulder City,17.53
Residential,Factory,Q1,January,Nevada,Las Vegas,16.54
Residential,Factory,Q3,February,Illinois,Springfield,21.75
Residential,Factory,Q1,August,Nevada,Chicago,22.48
Culture,House,Q3,August,Illinois,Springfield,21.26
Culture,House,Q1,July,Nevada,Chicago,26.69
Culture,House,Q3,March,Illinois,Boulder City,28.39
Culture,House,Q1,January,Nevada,Las Vegas,29.71
Culture,House,Q3,February,Illinois,Springfield,35.98
Culture,House,Q1,August,Nevada,Chicago,42.69
Production,Apartment,Q3,August,Illinois,Springfield,42.78
Production,Apartment,Q1,July,Nevada,Chicago,47.04
Production,Apartment,Q3,March,Illinois,Boulder City,56.52
Production,Apartment,Q1,January,Nevada,Las Vegas,58.02
Production,Apartment,Q3,February,Illinois,Springfield,58.43
Production,Apartment,Q1,August,Nevada,Chicago,61.85
Residential,Museum,Q3,August,Illinois,Springfield,63.64
Residential,Museum,Q1,July,Nevada,Chicago,63.67
Residential,Museum,Q3,March,Illinois,Boulder City,65.03
Residential,Museum,Q1,January,Nevada,Las Vegas,68.5
Residential,Museum,Q3,February,Illinois,Springfield,70.13
Residential,Museum,Q1,August,Nevada,Chicago,72.54
Culture,Theatre,Q3,August,Illinois,Springfield,75.64
Culture,Theatre,Q1,July,Nevada,Chicago,76.37
Culture,Theatre,Q3,March,Illinois,Boulder City,79.17
Culture,Theatre,Q1,January,Nevada,Las Vegas,85.28
Culture,Theatre,Q3,February,Illinois,Springfield,92.49
Culture,Theatre,Q1,August,Nevada,Chicago,93.63
