Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q3,September,Oregon,Salem,6.16
Service,School,Q4,August,Oregon,Salem,8.62
Service,School,Q3,December,Oregon,Salem,11.94
Service,School,Q4,November,Oregon,Salem,20.29
Service,School,Q3,October,Oregon,Salem,25.3
Service,School,Q4,September,Oregon,Salem,27.26
Residential,Hospital,Q3,September,Oregon,Salem,32.14
Residential,Hospital,Q4,August,Oregon,Salem,38.89
Residential,Hospital,Q3,December,Oregon,Salem,41.82
Residential,Hospital,Q4,November,Oregon,Salem,43.02
Residential,Hospital,Q3,October,Oregon,Salem,43.1
Residential,Hospital,Q4,September,Oregon,Salem,45.0
Service,Hotel,Q3,September,Oregon,Salem,51.04
Service,Hotel,Q4,August,Oregon,Salem,60.51
Service,Hotel,Q3,December,Oregon,Salem,61.96
Service,Hotel,Q4,November,Oregon,Salem,63.27
Service,Hotel,Q3,October,Oregon,Salem,66.38
Service,Hotel,Q4,September,Oregon,Salem,67.64
Residential,Apartment,Q3,September,Oregon,Salem,69.81
Residential,Apartment,Q4,August,Oregon,Salem,70.33
Residential,Apartment,Q3,December,Oregon,Salem,71.3
Residential,Apartment,Q4,November,Oregon,Salem,81.32
Residential,Apartment,Q3,October,Oregon,Salem,84.91
Residential,Apartment,Q4,September,Oregon,Salem,96.14
