Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,Michigan,Flint,Temperature,11-20,1.11
2017,Michigan,Flint,Wind,0-10,1.65
2017,Michigan,Flint,Humidity,21-30,3.07
2017,Michigan,Flint,Temperature,Calm,2.95
2017,Michigan,Flint,Wind,Breeze,5.69
2017,Michigan,Flint,Humidity,Low,6.17
2017,Michigan,Flint,Temperature,Medium,4.78
2017,Michigan,Flint,Wind,High,2.66
2017,Michigan,Flint,Humidity,11-20,9.78
2018,Florida,Port Huron,Temperature,11-20,10.43
2018,Florida,Port Huron,Wind,0-10,9.2
2018,Florida,Port Huron,Humidity,21-30,12.59
2018,Florida,Port Huron,Temperature,Calm,13.69
2018,Florida,Port Huron,Wind,Breeze,14.12
2018,Florida,Port Huron,Humidity,Low,13.36
2018,Florida,Port Huron,Temperature,Medium,8.09
2018,Florida,Port Huron,Wind,High,17.34
2018,Florida,Port Huron,Humidity,11-20,15.76
2016,Oregon,Fort Lauderdale,Temperature,11-20,13.63
2016,Oregon,Fort Lauderdale,Wind,0-10,20.94
2016,Oregon,Fort Lauderdale,Humidity,21-30,15.66
2016,Oregon,Fort Lauderdale,Temperature,Calm,22.59
2016,Oregon,Fort Lauderdale,Wind,Breeze,23.27
2016,Oregon,Fort Lauderdale,Humidity,Low,24.9
2016,Oregon,Fort Lauderdale,Temperature,Medium,24.92
2016,Oregon,Fort Lauderdale,Wind,High,26.46
2016,Oregon,Fort Lauderdale,Humidity,11-20,27.1
2017,Michigan,Tampa,Temperature,11-20,27.81
2017,Michigan,Tampa,Wind,0-10,27.03
2017,Michigan,Tampa,Humidity,21-30,24.86
2017,Michigan,Tampa,Temperature,Calm,23.51
2017,Michigan,Tampa,Wind,Breeze,26.61
2017,Michigan,Tampa,Humidity,Low,24.37
2017,Michigan,Tampa,Temperature,Medium,0.05
2017,Michigan,Tampa,Wind,High,6.66
2017,Michigan,Tampa,Humidity,11-20,8.93
2018,Florida,Redmond,Temperature,11-20,8.5
2018,Florida,Redmond,Wind,0-10,11.32
2018,Florida,Redmond,Humidity,21-30,11.48
2018,Florida,Redmond,Temperature,Calm,11.53
2018,Florida,Redmond,Wind,Breeze,12.32
2018,Florida,Redmond,Humidity,Low,13.89
2018,Florida,Redmond,Temperature,Medium,13.13
2018,Florida,Redmond,Wind,High,13.09
2018,Florida,Redmond,Humidity,11-20,14.64
2016,Oregon,Portland,Temperature,11-20,15.65
2016,Oregon,Portland,Wind,0-10,4.86
2016,Oregon,Portland,Humidity,21-30,17.72
2016,Oregon,Portland,Temperature,Calm,6.61
2016,Oregon,Portland,Wind,Breeze,7.21
2016,Oregon,Portland,Humidity,Low,1.15
2016,Oregon,Portland,Temperature,Medium,21.0
2016,Oregon,Portland,Wind,High,1.57
2016,Oregon,Portland,Humidity,11-20,25.57
