Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q4,December,Minnesota,Rochester,9.15
Residential,House,Q2,October,Illinois,Champaign,11.4
Residential,House,Q4,November,Minnesota,Rochester,11.74
Residential,House,Q2,May,Illinois,Champaign,13.39
Residential,House,Q4,June,Minnesota,Rochester,18.46
Residential,House,Q2,April,Illinois,Champaign,19.39
Service,Apartment,Q4,December,Minnesota,Rochester,25.88
Service,Apartment,Q2,October,Illinois,Champaign,27.14
Service,Apartment,Q4,November,Minnesota,Rochester,29.88
Service,Apartment,Q2,May,Illinois,Champaign,30.99
Service,Apartment,Q4,June,Minnesota,Rochester,29.89
Service,Apartment,Q2,April,Illinois,Champaign,34.84
Residential,Hotel,Q4,December,Minnesota,Rochester,37.16
Residential,Hotel,Q2,October,Illinois,Champaign,38.26
Residential,Hotel,Q4,November,Minnesota,Rochester,38.01
Residential,Hotel,Q2,May,Illinois,Champaign,41.59
Residential,Hotel,Q4,June,Minnesota,Rochester,43.11
Residential,Hotel,Q2,April,Illinois,Champaign,43.14
Service,School,Q4,December,Minnesota,Rochester,49.61
Service,School,Q2,October,Illinois,Champaign,54.65
Service,School,Q4,November,Minnesota,Rochester,56.47
Service,School,Q2,May,Illinois,Champaign,60.27
Service,School,Q4,June,Minnesota,Rochester,65.96
Service,School,Q2,April,Illinois,Champaign,66.63
Residential,Hospital,Q4,December,Minnesota,Rochester,73.37
Residential,Hospital,Q2,October,Illinois,Champaign,73.35
Residential,Hospital,Q4,November,Minnesota,Rochester,77.59
Residential,Hospital,Q2,May,Illinois,Champaign,82.68
Residential,Hospital,Q4,June,Minnesota,Rochester,85.43
Residential,Hospital,Q2,April,Illinois,Champaign,85.94
Service,Administration,Q4,December,Minnesota,Rochester,86.95
Service,Administration,Q2,October,Illinois,Champaign,88.24
Service,Administration,Q4,November,Minnesota,Rochester,90.01
Service,Administration,Q2,May,Illinois,Champaign,92.62
Service,Administration,Q4,June,Minnesota,Rochester,94.36
Service,Administration,Q2,April,Illinois,Champaign,99.78
