Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Nevada,Reno,Wind,Calm,0.09
2021,Nevada,Reno,Temperature,Storm,3.95
2021,Nevada,Reno,Wind,31-40,5.15
2021,Nevada,Reno,Temperature,21-30,27.82
2015,Florida,Las Vegas,Wind,Calm,8.24
2015,Florida,Las Vegas,Temperature,Storm,10.39
2015,Florida,Las Vegas,Wind,31-40,11.92
2015,Florida,Las Vegas,Temperature,21-30,12.23
2021,Nevada,Tampa,Wind,Calm,13.02
2021,Nevada,Tampa,Temperature,Storm,16.03
2021,Nevada,Tampa,Wind,31-40,16.66
2021,Nevada,Tampa,Temperature,21-30,23.98
2015,Florida,Fort Lauderdale,Wind,Calm,24.22
2015,Florida,Fort Lauderdale,Temperature,Storm,24.84
2015,Florida,Fort Lauderdale,Wind,31-40,26.4
2015,Florida,Fort Lauderdale,Temperature,21-30,27.23
