Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,Nevada,Reno,Temperature,21-30,1.12
2017,Nevada,Reno,Humidity,0-10,1.11
2017,Nevada,Reno,Temperature,High,3.74
2017,Nevada,Reno,Humidity,Medium,3.61
2020,Minnesota,Boulder City,Temperature,21-30,3.93
2020,Minnesota,Boulder City,Humidity,0-10,6.9
2020,Minnesota,Boulder City,Temperature,High,2.58
2020,Minnesota,Boulder City,Humidity,Medium,8.14
2017,Nevada,Hastings,Temperature,21-30,1.69
2017,Nevada,Hastings,Humidity,0-10,10.25
2017,Nevada,Hastings,Temperature,High,11.85
2017,Nevada,Hastings,Humidity,Medium,12.88
2020,Minnesota,Minneapolis,Temperature,21-30,13.43
2020,Minnesota,Minneapolis,Humidity,0-10,13.05
2020,Minnesota,Minneapolis,Temperature,High,10.59
2020,Minnesota,Minneapolis,Humidity,Medium,15.38
2017,Nevada,Rochester,Temperature,21-30,23.24
2017,Nevada,Rochester,Humidity,0-10,5.18
2017,Nevada,Rochester,Temperature,High,26.21
2017,Nevada,Rochester,Humidity,Medium,3.85
