Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q1,February,0.61
Service,Administration,Q3,March,4.33
Service,Administration,Q4,September,4.53
Service,Administration,Q1,August,8.44
Service,Administration,Q3,July,8.45
Service,Administration,Q4,October,12.51
Service,Administration,Q1,December,14.78
Service,Administration,Q3,February,15.59
Service,Administration,Q4,March,14.68
Production,Hospital,Q1,February,17.63
Production,Hospital,Q3,March,18.39
Production,Hospital,Q4,September,22.49
Production,Hospital,Q1,August,26.78
Production,Hospital,Q3,July,30.18
Production,Hospital,Q4,October,30.67
Production,Hospital,Q1,December,34.12
Production,Hospital,Q3,February,34.29
Production,Hospital,Q4,March,36.08
Residential,Workshop,Q1,February,36.27
Residential,Workshop,Q3,March,34.27
Residential,Workshop,Q4,September,40.81
Residential,Workshop,Q1,August,50.78
Residential,Workshop,Q3,July,51.11
Residential,Workshop,Q4,October,52.57
Residential,Workshop,Q1,December,50.1
Residential,Workshop,Q3,February,54.03
Residential,Workshop,Q4,March,55.15
Service,Factory,Q1,February,57.7
Service,Factory,Q3,March,58.42
Service,Factory,Q4,September,59.66
Service,Factory,Q1,August,62.46
Service,Factory,Q3,July,63.73
Service,Factory,Q4,October,64.52
Service,Factory,Q1,December,67.14
Service,Factory,Q3,February,68.38
Service,Factory,Q4,March,70.0
Production,Apartment,Q1,February,71.64
Production,Apartment,Q3,March,71.24
Production,Apartment,Q4,September,71.96
Production,Apartment,Q1,August,72.55
Production,Apartment,Q3,July,77.92
Production,Apartment,Q4,October,80.04
Production,Apartment,Q1,December,80.27
Production,Apartment,Q3,February,84.97
Production,Apartment,Q4,March,85.08
Residential,House,Q1,February,88.91
Residential,House,Q3,March,88.23
Residential,House,Q4,September,91.24
Residential,House,Q1,August,94.04
Residential,House,Q3,July,94.62
Residential,House,Q4,October,95.64
Residential,House,Q1,December,97.24
Residential,House,Q3,February,97.23
Residential,House,Q4,March,99.57
