Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q1,January,Oregon,Portland,5.11
Production,Factory,Q3,March,Oregon,Redmond,10.94
Production,Factory,Q4,February,Oregon,Portland,11.05
Production,Factory,Q1,July,Oregon,Redmond,23.12
Production,Factory,Q3,August,Oregon,Portland,25.09
Production,Factory,Q4,December,Oregon,Redmond,32.9
Production,Factory,Q1,October,Oregon,Portland,35.78
Production,Factory,Q3,January,Oregon,Redmond,37.39
Production,Factory,Q4,March,Oregon,Portland,41.43
Residential,Workshop,Q1,January,Oregon,Portland,41.19
Residential,Workshop,Q3,March,Oregon,Redmond,42.27
Residential,Workshop,Q4,February,Oregon,Portland,45.36
Residential,Workshop,Q1,July,Oregon,Redmond,46.46
Residential,Workshop,Q3,August,Oregon,Portland,47.76
Residential,Workshop,Q4,December,Oregon,Redmond,46.86
Residential,Workshop,Q1,October,Oregon,Portland,49.24
Residential,Workshop,Q3,January,Oregon,Redmond,52.41
Residential,Workshop,Q4,March,Oregon,Portland,55.95
Production,House,Q1,January,Oregon,Portland,55.28
Production,House,Q3,March,Oregon,Redmond,58.11
Production,House,Q4,February,Oregon,Portland,60.47
Production,House,Q1,July,Oregon,Redmond,65.23
Production,House,Q3,August,Oregon,Portland,66.61
Production,House,Q4,December,Oregon,Redmond,68.25
Production,House,Q1,October,Oregon,Portland,71.26
Production,House,Q3,January,Oregon,Redmond,72.86
Production,House,Q4,March,Oregon,Portland,79.54
Residential,Hotel,Q1,January,Oregon,Portland,79.37
Residential,Hotel,Q3,March,Oregon,Redmond,81.16
Residential,Hotel,Q4,February,Oregon,Portland,82.9
Residential,Hotel,Q1,July,Oregon,Redmond,85.14
Residential,Hotel,Q3,August,Oregon,Portland,89.67
Residential,Hotel,Q4,December,Oregon,Redmond,92.6
Residential,Hotel,Q1,October,Oregon,Portland,94.79
Residential,Hotel,Q3,January,Oregon,Redmond,97.08
Residential,Hotel,Q4,March,Oregon,Portland,97.58
