Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Cereals,Seeds,655.98
Export,2020,Meat,Oats,527.46
Export,2020,Cereals,Lamb,659.16
Export,2020,Meat,Chicken,793.57
Export,2020,Cereals,Pork,282.79
Export,2020,Meat,Seeds,154.7
Export,2015,Cereals,Seeds,285.3
Export,2015,Meat,Oats,802.3
Export,2015,Cereals,Lamb,678.59
Export,2015,Meat,Chicken,295.49
Export,2015,Cereals,Pork,168.49
Export,2015,Meat,Seeds,943.78
Export,2016,Cereals,Seeds,946.9
Export,2016,Meat,Oats,310.08
Export,2016,Cereals,Lamb,566.09
Export,2016,Meat,Chicken,443.74
Export,2016,Cereals,Pork,833.62
Export,2016,Meat,Seeds,851.85
Export,2020,Cereals,Seeds,985.57
Export,2020,Meat,Oats,863.41
Export,2020,Cereals,Lamb,866.1
Export,2020,Meat,Chicken,999.13
Export,2020,Cereals,Pork,893.7
Export,2020,Meat,Seeds,254.61
