Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2017,Q2,Dairy,Yoghurt,258.64
Export,2017,Q2,Cereals,Butter,901.56
Export,2017,Q2,Meat,Cream,518.88
Export,2017,Q2,Dairy,Oats,522.28
Export,2017,Q2,Cereals,Wheat,523.63
Export,2017,Q2,Meat,Corn,527.43
Export,2017,Q2,Dairy,Chicken,785.41
Export,2017,Q2,Cereals,Camel,20.71
Export,2017,Q2,Meat,Lamb,152.44
Export,2016,Q2,Dairy,Yoghurt,666.73
Export,2016,Q2,Cereals,Butter,673.32
Export,2016,Q2,Meat,Cream,675.78
Export,2016,Q2,Dairy,Oats,294.77
Export,2016,Q2,Cereals,Wheat,689.41
Export,2016,Q2,Meat,Corn,179.02
Export,2016,Q2,Dairy,Chicken,308.16
Export,2016,Q2,Cereals,Camel,695.62
Export,2016,Q2,Meat,Lamb,569.58
Export,2017,Q2,Dairy,Yoghurt,317.55
Export,2017,Q2,Cereals,Butter,446.36
Export,2017,Q2,Meat,Cream,961.09
Export,2017,Q2,Dairy,Oats,837.48
Export,2017,Q2,Cereals,Wheat,709.51
Export,2017,Q2,Meat,Corn,839.73
Export,2017,Q2,Dairy,Chicken,584.63
Export,2017,Q2,Cereals,Camel,714.58
Export,2017,Q2,Meat,Lamb,463.94
Export,2016,Q2,Dairy,Yoghurt,723.83
Export,2016,Q2,Cereals,Butter,855.24
Export,2016,Q2,Meat,Cream,600.7
Export,2016,Q2,Dairy,Oats,987.87
Export,2016,Q2,Cereals,Wheat,731.05
Export,2016,Q2,Meat,Corn,605.91
Export,2016,Q2,Dairy,Chicken,871.66
Export,2016,Q2,Cereals,Camel,245.89
Export,2016,Q2,Meat,Lamb,374.97
