Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
MSc,Male,Non-Qatari,2021/2022,Other,229.46
MSc,Male,Non-Qatari,2015/2016,Spanish,389.25
MSc,Male,Non-Qatari,2020/2021,Other,391.28
MSc,Male,Non-Qatari,2019/2020,Spanish,424.44
MSc,Male,Non-Qatari,2016/2017,Other,425.61
MSc,Male,Non-Qatari,2021/2022,Other,489.2
MSc,Male,Non-Qatari,2015/2016,Spanish,313.83
MSc,Male,Non-Qatari,2020/2021,Other,429.62
MSc,Male,Non-Qatari,2019/2020,Spanish,333.09
MSc,Male,Non-Qatari,2016/2017,Other,466.56
MSc,Male,Non-Qatari,2021/2022,Other,307.61
MSc,Male,Non-Qatari,2015/2016,Spanish,89.44
MSc,Male,Non-Qatari,2020/2021,Other,186.92
MSc,Male,Non-Qatari,2019/2020,Spanish,251.56
MSc,Male,Non-Qatari,2016/2017,Other,253.31
