Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q1,February,Minnesota,Hastings,6.8
Culture,Museum,Q3,January,Oregon,Portland,7.04
Culture,Museum,Q2,September,Minnesota,Hastings,7.25
Culture,Museum,Q1,August,Oregon,Portland,14.85
Culture,Museum,Q3,June,Minnesota,Hastings,15.35
Culture,Museum,Q2,April,Oregon,Portland,22.62
Culture,Museum,Q1,May,Minnesota,Hastings,23.61
Culture,Museum,Q3,February,Oregon,Portland,23.75
Culture,Museum,Q2,January,Minnesota,Hastings,22.8
Residential,Theatre,Q1,February,Minnesota,Hastings,23.15
Residential,Theatre,Q3,January,Oregon,Portland,23.78
Residential,Theatre,Q2,September,Minnesota,Hastings,29.87
Residential,Theatre,Q1,August,Oregon,Portland,31.56
Residential,Theatre,Q3,June,Minnesota,Hastings,31.53
Residential,Theatre,Q2,April,Oregon,Portland,33.35
Residential,Theatre,Q1,May,Minnesota,Hastings,34.61
Residential,Theatre,Q3,February,Oregon,Portland,35.68
Residential,Theatre,Q2,January,Minnesota,Hastings,39.89
Culture,Concert,Q1,February,Minnesota,Hastings,41.16
Culture,Concert,Q3,January,Oregon,Portland,42.59
Culture,Concert,Q2,September,Minnesota,Hastings,47.51
Culture,Concert,Q1,August,Oregon,Portland,48.61
Culture,Concert,Q3,June,Minnesota,Hastings,47.12
Culture,Concert,Q2,April,Oregon,Portland,57.6
Culture,Concert,Q1,May,Minnesota,Hastings,57.72
Culture,Concert,Q3,February,Oregon,Portland,60.61
Culture,Concert,Q2,January,Minnesota,Hastings,61.1
Residential,Hotel,Q1,February,Minnesota,Hastings,62.97
Residential,Hotel,Q3,January,Oregon,Portland,63.39
Residential,Hotel,Q2,September,Minnesota,Hastings,64.61
Residential,Hotel,Q1,August,Oregon,Portland,69.16
Residential,Hotel,Q3,June,Minnesota,Hastings,70.13
Residential,Hotel,Q2,April,Oregon,Portland,71.89
Residential,Hotel,Q1,May,Minnesota,Hastings,74.9
Residential,Hotel,Q3,February,Oregon,Portland,74.01
Residential,Hotel,Q2,January,Minnesota,Hastings,77.88
Culture,House,Q1,February,Minnesota,Hastings,78.2
Culture,House,Q3,January,Oregon,Portland,80.88
Culture,House,Q2,September,Minnesota,Hastings,82.55
Culture,House,Q1,August,Oregon,Portland,83.62
Culture,House,Q3,June,Minnesota,Hastings,88.28
Culture,House,Q2,April,Oregon,Portland,91.05
Culture,House,Q1,May,Minnesota,Hastings,97.25
Culture,House,Q3,February,Oregon,Portland,98.85
Culture,House,Q2,January,Minnesota,Hastings,97.33
