State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Champaign,Soil,Urban Activities,-0.64
Illinois,Champaign,Air,Inorganic Fertilizers,0.95
Illinois,Champaign,Water,Inferior Irrigation,5.85
Illinois,Champaign,Soil,Industrial,16.18
Illinois,Champaign,Air,Solid Waste,17.17
Illinois,Champaign,Water,Thermal,18.04
Illinois,Champaign,Soil,Noise,19.95
Illinois,Champaign,Air,Light,23.81
Illinois,Champaign,Water,Chemical,27.27
Illinois,Champaign,Soil,Groundwater,28.86
Illinois,Champaign,Air,Surface water,27.12
Illinois,Champaign,Water,Urban Activities,-98.34
Illinois,Champaign,Soil,Inorganic Fertilizers,31.51
Illinois,Champaign,Air,Inferior Irrigation,27.38
Illinois,Champaign,Water,Industrial,-99.22
Georgia,Springfield,Soil,Urban Activities,33.56
Georgia,Springfield,Air,Inorganic Fertilizers,31.78
Georgia,Springfield,Water,Inferior Irrigation,33.76
Georgia,Springfield,Soil,Industrial,-90.37
Georgia,Springfield,Air,Solid Waste,-88.79
Georgia,Springfield,Water,Thermal,40.18
Georgia,Springfield,Soil,Noise,-86.29
Georgia,Springfield,Air,Light,43.69
Georgia,Springfield,Water,Chemical,-84.23
Georgia,Springfield,Soil,Groundwater,-88.58
Georgia,Springfield,Air,Surface water,-82.28
Georgia,Springfield,Water,Urban Activities,40.55
Georgia,Springfield,Soil,Inorganic Fertilizers,48.23
Georgia,Springfield,Air,Inferior Irrigation,-80.3
Georgia,Springfield,Water,Industrial,-74.9
Illinois,Chicago,Soil,Urban Activities,58.07
Illinois,Chicago,Air,Inorganic Fertilizers,-67.18
Illinois,Chicago,Water,Inferior Irrigation,-67.59
Illinois,Chicago,Soil,Industrial,-65.98
Illinois,Chicago,Air,Solid Waste,-64.96
Illinois,Chicago,Water,Thermal,65.18
Illinois,Chicago,Soil,Noise,65.46
Illinois,Chicago,Air,Light,65.14
Illinois,Chicago,Water,Chemical,66.68
Illinois,Chicago,Soil,Groundwater,-63.2
Illinois,Chicago,Air,Surface water,-58.95
Illinois,Chicago,Water,Urban Activities,-58.13
Illinois,Chicago,Soil,Inorganic Fertilizers,71.81
Illinois,Chicago,Air,Inferior Irrigation,-58.26
Illinois,Chicago,Water,Industrial,-54.67
Georgia,Columbus,Soil,Urban Activities,-63.62
Georgia,Columbus,Air,Inorganic Fertilizers,-52.37
Georgia,Columbus,Water,Inferior Irrigation,-51.91
Georgia,Columbus,Soil,Industrial,-57.75
Georgia,Columbus,Air,Solid Waste,80.34
Georgia,Columbus,Water,Thermal,-47.87
Georgia,Columbus,Soil,Noise,-47.57
Georgia,Columbus,Air,Light,-46.46
Georgia,Columbus,Water,Chemical,-43.76
Georgia,Columbus,Soil,Groundwater,-41.71
Georgia,Columbus,Air,Surface water,-38.19
Georgia,Columbus,Water,Urban Activities,-37.18
Georgia,Columbus,Soil,Inorganic Fertilizers,-35.04
Georgia,Columbus,Air,Inferior Irrigation,-35.41
Georgia,Columbus,Water,Industrial,-33.94
Illinois,Washington,Soil,Urban Activities,98.34
Illinois,Washington,Air,Inorganic Fertilizers,99.18
Illinois,Washington,Water,Inferior Irrigation,-28.94
Illinois,Washington,Soil,Industrial,-29.34
Illinois,Washington,Air,Solid Waste,-29.0
Illinois,Washington,Water,Thermal,-30.79
Illinois,Washington,Soil,Noise,-21.54
Illinois,Washington,Air,Light,-20.12
Illinois,Washington,Water,Chemical,-17.97
Illinois,Washington,Soil,Groundwater,-15.38
Illinois,Washington,Air,Surface water,-14.36
Illinois,Washington,Water,Urban Activities,-2.26
Illinois,Washington,Soil,Inorganic Fertilizers,-6.24
Illinois,Washington,Air,Inferior Irrigation,-2.22
Illinois,Washington,Water,Industrial,-1.98
