Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
PhD,Male,Qatari,2020/2021,German,229.61
PhD,Male,Qatari,2022/2023,French,485.22
PhD,Male,Qatari,2021/2022,Spanish,200.55
PhD,Male,Qatari,2016/2017,German,425.21
PhD,Male,Qatari,2020/2021,German,430.72
PhD,Male,Qatari,2022/2023,French,81.44
PhD,Male,Qatari,2021/2022,Spanish,115.7
PhD,Male,Qatari,2016/2017,German,469.15
PhD,Male,Qatari,2020/2021,German,310.79
PhD,Male,Qatari,2022/2023,French,469.58
PhD,Male,Qatari,2021/2022,Spanish,280.84
PhD,Male,Qatari,2016/2017,German,410.06
