Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2022,Cereals,Soybeans,225.18
Export,2022,Beverage,Corn,226.33
Export,2022,Cereals,Coffee,545.15
Export,2022,Beverage,Tea,933.58
Export,2022,Cereals,Soda,393.41
Export,2022,Beverage,Soybeans,937.05
Export,2019,Cereals,Soybeans,558.02
Export,2019,Beverage,Corn,593.88
Export,2019,Cereals,Coffee,665.68
Export,2019,Beverage,Tea,658.69
Export,2019,Cereals,Soda,755.0
Export,2019,Beverage,Soybeans,373.48
Export,2022,Cereals,Soybeans,593.8
Export,2022,Beverage,Corn,920.37
Export,2022,Cereals,Coffee,953.51
Export,2022,Beverage,Tea,858.31
Export,2022,Cereals,Soda,443.21
Export,2022,Beverage,Soybeans,414.81
