Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q1,February,Minnesota,Rochester,89.92
Residential,House,Q2,January,Illinois,Springfield,33.02
Residential,House,Q1,June,Minnesota,Champaign,3.88
Residential,House,Q2,May,Illinois,Rochester,5.52
Production,Apartment,Q1,February,Minnesota,Rochester,8.36
Production,Apartment,Q2,January,Illinois,Springfield,41.54
Production,Apartment,Q1,June,Minnesota,Champaign,8.43
Production,Apartment,Q2,May,Illinois,Rochester,40.92
Residential,Factory,Q1,February,Minnesota,Rochester,77.33
Residential,Factory,Q2,January,Illinois,Springfield,78.58
Residential,Factory,Q1,June,Minnesota,Champaign,80.79
Residential,Factory,Q2,May,Illinois,Rochester,81.35
Production,Workshop,Q1,February,Minnesota,Rochester,85.08
Production,Workshop,Q2,January,Illinois,Springfield,88.06
Production,Workshop,Q1,June,Minnesota,Champaign,89.26
Production,Workshop,Q2,May,Illinois,Rochester,90.07
