Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2016,Q3,Fire,Fatal,96.89
Female,2016,Q3,Traffic,Slight,97.24
Female,2016,Q3,Drowning,Fatal,73.2
Female,2015,Q4,Fire,Fatal,10.72
Female,2015,Q4,Traffic,Slight,43.05
Female,2015,Q4,Drowning,Fatal,44.0
Female,2016,Q3,Fire,Fatal,78.27
Female,2016,Q3,Traffic,Slight,49.46
Female,2016,Q3,Drowning,Fatal,84.08
Female,2015,Q4,Fire,Fatal,22.26
Female,2015,Q4,Traffic,Slight,23.9
Female,2015,Q4,Drowning,Fatal,57.56
Female,2016,Q3,Fire,Fatal,91.41
Female,2016,Q3,Traffic,Slight,94.64
Female,2016,Q3,Drowning,Fatal,25.91
