Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q3,August,6.53
Residential,Hotel,Q1,July,8.88
Residential,Hotel,Q4,September,9.59
Residential,Hotel,Q3,March,10.86
Residential,Hotel,Q1,February,9.36
Residential,Hotel,Q4,January,12.49
Residential,Hotel,Q3,October,9.92
Residential,Hotel,Q1,November,15.92
Residential,Hotel,Q4,December,19.7
Production,Apartment,Q3,August,24.1
Production,Apartment,Q1,July,26.8
Production,Apartment,Q4,September,26.83
Production,Apartment,Q3,March,28.13
Production,Apartment,Q1,February,28.6
Production,Apartment,Q4,January,34.79
Production,Apartment,Q3,October,35.84
Production,Apartment,Q1,November,36.39
Production,Apartment,Q4,December,36.41
Culture,Factory,Q3,August,40.21
Culture,Factory,Q1,July,41.96
Culture,Factory,Q4,September,41.34
Culture,Factory,Q3,March,41.12
Culture,Factory,Q1,February,44.67
Culture,Factory,Q4,January,45.9
Culture,Factory,Q3,October,44.22
Culture,Factory,Q1,November,47.03
Culture,Factory,Q4,December,48.56
Residential,Workshop,Q3,August,43.05
Residential,Workshop,Q1,July,50.3
Residential,Workshop,Q4,September,50.92
Residential,Workshop,Q3,March,52.31
Residential,Workshop,Q1,February,48.48
Residential,Workshop,Q4,January,87.44
Residential,Workshop,Q3,October,55.24
Residential,Workshop,Q1,November,56.62
Residential,Workshop,Q4,December,57.61
Production,Theatre,Q3,August,59.35
Production,Theatre,Q1,July,59.61
Production,Theatre,Q4,September,61.75
Production,Theatre,Q3,March,62.37
Production,Theatre,Q1,February,63.38
Production,Theatre,Q4,January,68.65
Production,Theatre,Q3,October,73.49
Production,Theatre,Q1,November,76.46
Production,Theatre,Q4,December,77.79
Culture,Concert,Q3,August,77.16
Culture,Concert,Q1,July,83.9
Culture,Concert,Q4,September,84.89
Culture,Concert,Q3,March,85.19
Culture,Concert,Q1,February,86.9
Culture,Concert,Q4,January,87.81
Culture,Concert,Q3,October,88.68
Culture,Concert,Q1,November,89.13
Culture,Concert,Q4,December,90.86
Residential,Museum,Q3,August,91.12
Residential,Museum,Q1,July,86.39
Residential,Museum,Q4,September,93.4
Residential,Museum,Q3,March,94.01
Residential,Museum,Q1,February,95.31
Residential,Museum,Q4,January,96.51
Residential,Museum,Q3,October,97.14
Residential,Museum,Q1,November,98.43
Residential,Museum,Q4,December,99.64
