Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Administration,Q4,November,California,Berkeley,2.8
Service,Administration,Q3,December,Maryland,Malibu,4.92
Service,Administration,Q4,October,California,Columbia,7.74
Service,Administration,Q3,July,Maryland,Aberdeen,8.47
Service,Administration,Q4,August,California,Berkeley,8.2
Service,Administration,Q3,September,Maryland,Malibu,8.82
Production,Library,Q4,November,California,Berkeley,12.97
Production,Library,Q3,December,Maryland,Malibu,15.57
Production,Library,Q4,October,California,Columbia,17.69
Production,Library,Q3,July,Maryland,Aberdeen,18.24
Production,Library,Q4,August,California,Berkeley,19.38
Production,Library,Q3,September,Maryland,Malibu,27.82
Culture,School,Q4,November,California,Berkeley,27.44
Culture,School,Q3,December,Maryland,Malibu,32.58
Culture,School,Q4,October,California,Columbia,34.68
Culture,School,Q3,July,Maryland,Aberdeen,35.36
Culture,School,Q4,August,California,Berkeley,36.96
Culture,School,Q3,September,Maryland,Malibu,37.31
Service,Workshop,Q4,November,California,Berkeley,36.29
Service,Workshop,Q3,December,Maryland,Malibu,44.27
Service,Workshop,Q4,October,California,Columbia,45.17
Service,Workshop,Q3,July,Maryland,Aberdeen,46.0
Service,Workshop,Q4,August,California,Berkeley,46.79
Service,Workshop,Q3,September,Maryland,Malibu,48.68
Production,Factory,Q4,November,California,Berkeley,50.26
Production,Factory,Q3,December,Maryland,Malibu,54.52
Production,Factory,Q4,October,California,Columbia,59.43
Production,Factory,Q3,July,Maryland,Aberdeen,60.64
Production,Factory,Q4,August,California,Berkeley,60.08
Production,Factory,Q3,September,Maryland,Malibu,65.42
Culture,Museum,Q4,November,California,Berkeley,67.8
Culture,Museum,Q3,December,Maryland,Malibu,68.83
Culture,Museum,Q4,October,California,Columbia,69.66
Culture,Museum,Q3,July,Maryland,Aberdeen,71.89
Culture,Museum,Q4,August,California,Berkeley,74.73
Culture,Museum,Q3,September,Maryland,Malibu,75.19
Service,Theatre,Q4,November,California,Berkeley,75.38
Service,Theatre,Q3,December,Maryland,Malibu,76.92
Service,Theatre,Q4,October,California,Columbia,80.02
Service,Theatre,Q3,July,Maryland,Aberdeen,81.38
Service,Theatre,Q4,August,California,Berkeley,84.77
Service,Theatre,Q3,September,Maryland,Malibu,85.39
Production,Concert,Q4,November,California,Berkeley,91.53
Production,Concert,Q3,December,Maryland,Malibu,92.01
Production,Concert,Q4,October,California,Columbia,93.81
Production,Concert,Q3,July,Maryland,Aberdeen,92.8
Production,Concert,Q4,August,California,Berkeley,95.77
Production,Concert,Q3,September,Maryland,Malibu,96.67
