State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Cambridge,Air,Noise,-0.8
Massachusetts,Cambridge,Water,Light,1.79
Massachusetts,Cambridge,Soil,Surface water,1.65
Massachusetts,Cambridge,Air,Oxygen-depletion,4.13
Massachusetts,Cambridge,Water,Groundwater,6.58
Massachusetts,Cambridge,Soil,Chemical,9.5
Massachusetts,Cambridge,Air,Industrial,10.82
Massachusetts,Cambridge,Water,Inorganic Fertilizers,12.05
Massachusetts,Cambridge,Soil,Urban Activities,13.07
Massachusetts,Cambridge,Air,Noise,16.07
Massachusetts,Cambridge,Water,Light,27.79
Massachusetts,Cambridge,Soil,Surface water,28.92
Georgia,Lenox,Air,Noise,28.3
Georgia,Lenox,Water,Light,32.92
Georgia,Lenox,Soil,Surface water,35.14
Georgia,Lenox,Air,Oxygen-depletion,36.35
Georgia,Lenox,Water,Groundwater,35.86
Georgia,Lenox,Soil,Chemical,36.13
Georgia,Lenox,Air,Industrial,39.05
Georgia,Lenox,Water,Inorganic Fertilizers,40.14
Georgia,Lenox,Soil,Urban Activities,41.82
Georgia,Lenox,Air,Noise,42.88
Georgia,Lenox,Water,Light,43.46
Georgia,Lenox,Soil,Surface water,41.66
Florida,Boston,Air,Noise,45.15
Florida,Boston,Water,Light,46.15
Florida,Boston,Soil,Surface water,45.93
Florida,Boston,Air,Oxygen-depletion,50.93
Florida,Boston,Water,Groundwater,52.53
Florida,Boston,Soil,Chemical,54.98
Florida,Boston,Air,Industrial,61.67
Florida,Boston,Water,Inorganic Fertilizers,65.4
Florida,Boston,Soil,Urban Activities,66.13
Florida,Boston,Air,Noise,67.6
Florida,Boston,Water,Light,65.77
Florida,Boston,Soil,Surface water,69.37
Massachusetts,Columbus,Air,Noise,69.07
Massachusetts,Columbus,Water,Light,71.19
Massachusetts,Columbus,Soil,Surface water,71.34
Massachusetts,Columbus,Air,Oxygen-depletion,78.21
Massachusetts,Columbus,Water,Groundwater,79.0
Massachusetts,Columbus,Soil,Chemical,80.41
Massachusetts,Columbus,Air,Industrial,84.87
Massachusetts,Columbus,Water,Inorganic Fertilizers,85.44
Massachusetts,Columbus,Soil,Urban Activities,86.14
Massachusetts,Columbus,Air,Noise,84.49
Massachusetts,Columbus,Water,Light,89.18
Massachusetts,Columbus,Soil,Surface water,90.45
Georgia,Washington,Air,Noise,90.88
Georgia,Washington,Water,Light,93.55
Georgia,Washington,Soil,Surface water,98.1
Georgia,Washington,Air,Oxygen-depletion,99.29
Georgia,Washington,Water,Groundwater,99.78
Georgia,Washington,Soil,Chemical,36.48
Georgia,Washington,Air,Industrial,0.38
Georgia,Washington,Water,Inorganic Fertilizers,-99.96
Georgia,Washington,Soil,Urban Activities,-99.56
Georgia,Washington,Air,Noise,-97.44
Georgia,Washington,Water,Light,-95.85
Georgia,Washington,Soil,Surface water,-92.39
Florida,Albany,Air,Noise,-88.77
Florida,Albany,Water,Light,-86.59
Florida,Albany,Soil,Surface water,-85.43
Florida,Albany,Air,Oxygen-depletion,-83.01
Florida,Albany,Water,Groundwater,-82.4
Florida,Albany,Soil,Chemical,-81.76
Florida,Albany,Air,Industrial,-78.5
Florida,Albany,Water,Inorganic Fertilizers,-77.81
Florida,Albany,Soil,Urban Activities,-75.84
Florida,Albany,Air,Noise,-71.42
Florida,Albany,Water,Light,-70.04
Florida,Albany,Soil,Surface water,-66.77
Massachusetts,Tampa,Air,Noise,-65.41
Massachusetts,Tampa,Water,Light,-66.64
Massachusetts,Tampa,Soil,Surface water,-63.52
Massachusetts,Tampa,Air,Oxygen-depletion,-55.48
Massachusetts,Tampa,Water,Groundwater,-54.44
Massachusetts,Tampa,Soil,Chemical,-50.29
Massachusetts,Tampa,Air,Industrial,-48.19
Massachusetts,Tampa,Water,Inorganic Fertilizers,-43.19
Massachusetts,Tampa,Soil,Urban Activities,-32.55
Massachusetts,Tampa,Air,Noise,-30.32
Massachusetts,Tampa,Water,Light,-30.14
Massachusetts,Tampa,Soil,Surface water,-29.57
Georgia,Fort Lauderdale,Air,Noise,-27.76
Georgia,Fort Lauderdale,Water,Light,-26.25
Georgia,Fort Lauderdale,Soil,Surface water,-26.69
Georgia,Fort Lauderdale,Air,Oxygen-depletion,-22.02
Georgia,Fort Lauderdale,Water,Groundwater,-21.82
Georgia,Fort Lauderdale,Soil,Chemical,-20.56
Georgia,Fort Lauderdale,Air,Industrial,-18.36
Georgia,Fort Lauderdale,Water,Inorganic Fertilizers,-14.25
Georgia,Fort Lauderdale,Soil,Urban Activities,-10.61
Georgia,Fort Lauderdale,Air,Noise,-9.18
Georgia,Fort Lauderdale,Water,Light,-4.34
Georgia,Fort Lauderdale,Soil,Surface water,-1.87
