Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2020,Wind,Breeze,1.22
2020,Temperature,Storm,2.35
2020,Humidity,0-10,3.21
2020,Wind,31-40,5.08
2020,Temperature,21-30,6.57
2020,Humidity,High,7.97
2020,Wind,Medium,8.91
2020,Temperature,Low,11.14
2020,Humidity,Breeze,12.92
2016,Wind,Breeze,11.55
2016,Temperature,Storm,17.89
2016,Humidity,0-10,19.9
2016,Wind,31-40,19.56
2016,Temperature,21-30,20.0
2016,Humidity,High,22.1
2016,Wind,Medium,20.68
2016,Temperature,Low,25.13
2016,Humidity,Breeze,27.22
