Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2019,Beverage,Soda,649.42
Export,2019,Cereals,Juice,525.09
Export,2019,Meat,Coffee,270.94
Export,2019,Beverage,Corn,409.54
Export,2019,Cereals,Soybeans,158.71
Export,2019,Meat,Seeds,293.34
Export,2019,Beverage,Pork,677.3
Export,2019,Cereals,Beef,551.22
Export,2019,Meat,Soda,686.0
Export,2018,Beverage,Soda,189.79
Export,2018,Cereals,Juice,65.0
Export,2018,Meat,Coffee,712.88
Export,2018,Beverage,Corn,81.14
Export,2018,Cereals,Soybeans,722.66
Export,2018,Meat,Seeds,214.89
Export,2018,Beverage,Pork,984.26
Export,2018,Cereals,Beef,602.03
Export,2018,Meat,Soda,987.53
Export,2019,Beverage,Soda,219.8
Export,2019,Cereals,Juice,605.97
Export,2019,Meat,Coffee,730.78
Export,2019,Beverage,Corn,95.75
Export,2019,Cereals,Soybeans,104.62
Export,2019,Meat,Seeds,880.0
Export,2019,Beverage,Pork,497.62
Export,2019,Cereals,Beef,377.1
Export,2019,Meat,Soda,892.27
