Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2021,Q4,Traffic,Serious,96.88
Female,2021,Q4,Drowning,Fatal,90.86
Female,2021,Q4,Fire,Serious,37.58
Female,2018,Q1,Traffic,Serious,70.64
Female,2018,Q1,Drowning,Fatal,41.3
Female,2018,Q1,Fire,Serious,42.29
Female,2017,Q4,Traffic,Serious,12.19
Female,2017,Q4,Drowning,Fatal,78.35
Female,2017,Q4,Fire,Serious,15.15
Female,2021,Q1,Traffic,Serious,83.57
Female,2021,Q1,Drowning,Fatal,20.59
Female,2021,Q1,Fire,Serious,21.05
Female,2018,Q4,Traffic,Serious,22.22
Female,2018,Q4,Drowning,Fatal,87.66
Female,2018,Q4,Fire,Serious,26.57
Female,2017,Q1,Traffic,Serious,27.74
Female,2017,Q1,Drowning,Fatal,92.35
Female,2017,Q1,Fire,Serious,31.0
