State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Cambridge,Air,Noise,1.17
Massachusetts,Cambridge,Soil,Thermal,2.34
Massachusetts,Cambridge,Water,Light,4.86
Massachusetts,Cambridge,Air,Inorganic Fertilizers,6.92
Massachusetts,Cambridge,Soil,Inferior Irrigation,7.71
Massachusetts,Cambridge,Water,Urban Activities,14.11
Massachusetts,Cambridge,Air,Oxygen-depletion,15.1
Massachusetts,Cambridge,Soil,Chemical,16.73
Massachusetts,Cambridge,Water,Groundwater,17.52
Michigan,Lenox,Air,Noise,18.32
Michigan,Lenox,Soil,Thermal,18.58
Michigan,Lenox,Water,Light,28.71
Michigan,Lenox,Air,Inorganic Fertilizers,-98.81
Michigan,Lenox,Soil,Inferior Irrigation,-97.32
Michigan,Lenox,Water,Urban Activities,33.11
Michigan,Lenox,Air,Oxygen-depletion,-93.92
Michigan,Lenox,Soil,Chemical,36.56
Michigan,Lenox,Water,Groundwater,-92.53
Massachusetts,Port Huron,Air,Noise,39.31
Massachusetts,Port Huron,Soil,Thermal,42.09
Massachusetts,Port Huron,Water,Light,-84.38
Massachusetts,Port Huron,Air,Inorganic Fertilizers,-81.1
Massachusetts,Port Huron,Soil,Inferior Irrigation,52.33
Massachusetts,Port Huron,Water,Urban Activities,54.26
Massachusetts,Port Huron,Air,Oxygen-depletion,55.76
Massachusetts,Port Huron,Soil,Chemical,56.68
Massachusetts,Port Huron,Water,Groundwater,-62.49
Michigan,Flint,Air,Noise,-61.62
Michigan,Flint,Soil,Thermal,68.58
Michigan,Flint,Water,Light,74.7
Michigan,Flint,Air,Inorganic Fertilizers,76.34
Michigan,Flint,Soil,Inferior Irrigation,78.61
Michigan,Flint,Water,Urban Activities,-49.65
Michigan,Flint,Air,Oxygen-depletion,-41.31
Michigan,Flint,Soil,Chemical,89.67
Michigan,Flint,Water,Groundwater,90.93
Massachusetts,Detroit,Air,Noise,-36.24
Massachusetts,Detroit,Soil,Thermal,93.23
Massachusetts,Detroit,Water,Light,-31.53
Massachusetts,Detroit,Air,Inorganic Fertilizers,-25.47
Massachusetts,Detroit,Soil,Inferior Irrigation,-18.53
Massachusetts,Detroit,Water,Urban Activities,-17.77
Massachusetts,Detroit,Air,Oxygen-depletion,-16.25
Massachusetts,Detroit,Soil,Chemical,-17.26
Massachusetts,Detroit,Water,Groundwater,-2.01
