Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q2,June,2.23
Production,Factory,Q1,April,5.49
Production,Factory,Q3,May,6.01
Production,Factory,Q2,January,7.52
Production,Factory,Q1,February,9.99
Production,Factory,Q3,March,11.64
Production,Factory,Q2,August,13.58
Production,Factory,Q1,September,15.49
Production,Factory,Q3,June,16.31
Residential,Workshop,Q2,June,21.22
Residential,Workshop,Q1,April,21.69
Residential,Workshop,Q3,May,27.2
Residential,Workshop,Q2,January,28.76
Residential,Workshop,Q1,February,32.45
Residential,Workshop,Q3,March,43.35
Residential,Workshop,Q2,August,45.05
Residential,Workshop,Q1,September,47.52
Residential,Workshop,Q3,June,48.25
Production,Hotel,Q2,June,50.09
Production,Hotel,Q1,April,51.23
Production,Hotel,Q3,May,56.85
Production,Hotel,Q2,January,58.91
Production,Hotel,Q1,February,59.74
Production,Hotel,Q3,March,59.0
Production,Hotel,Q2,August,60.79
Production,Hotel,Q1,September,63.73
Production,Hotel,Q3,June,63.76
Residential,House,Q2,June,65.92
Residential,House,Q1,April,66.07
Residential,House,Q3,May,67.23
Residential,House,Q2,January,66.41
Residential,House,Q1,February,69.04
Residential,House,Q3,March,73.51
Residential,House,Q2,August,74.47
Residential,House,Q1,September,74.77
Residential,House,Q3,June,74.82
Production,Apartment,Q2,June,77.51
Production,Apartment,Q1,April,78.92
Production,Apartment,Q3,May,77.04
Production,Apartment,Q2,January,85.53
Production,Apartment,Q1,February,88.2
Production,Apartment,Q3,March,88.68
Production,Apartment,Q2,August,88.99
Production,Apartment,Q1,September,94.4
Production,Apartment,Q3,June,99.48
