Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q2,June,Maryland,Columbia,0.94
Service,School,Q4,April,Michigan,Baltimore,2.6
Service,School,Q2,May,Maryland,Flint,6.11
Service,School,Q4,November,Michigan,Columbia,9.1
Service,School,Q2,December,Maryland,Baltimore,16.16
Service,School,Q4,June,Michigan,Flint,18.67
Residential,Administration,Q2,June,Maryland,Columbia,24.9
Residential,Administration,Q4,April,Michigan,Baltimore,25.88
Residential,Administration,Q2,May,Maryland,Flint,26.05
Residential,Administration,Q4,November,Michigan,Columbia,27.78
Residential,Administration,Q2,December,Maryland,Baltimore,26.17
Residential,Administration,Q4,June,Michigan,Flint,27.39
Production,Hotel,Q2,June,Maryland,Columbia,30.89
Production,Hotel,Q4,April,Michigan,Baltimore,31.35
Production,Hotel,Q2,May,Maryland,Flint,34.0
Production,Hotel,Q4,November,Michigan,Columbia,38.87
Production,Hotel,Q2,December,Maryland,Baltimore,39.15
Production,Hotel,Q4,June,Michigan,Flint,40.65
Service,House,Q2,June,Maryland,Columbia,52.91
Service,House,Q4,April,Michigan,Baltimore,54.09
Service,House,Q2,May,Maryland,Flint,56.56
Service,House,Q4,November,Michigan,Columbia,57.08
Service,House,Q2,December,Maryland,Baltimore,59.6
Service,House,Q4,June,Michigan,Flint,64.59
Residential,Factory,Q2,June,Maryland,Columbia,68.73
Residential,Factory,Q4,April,Michigan,Baltimore,69.58
Residential,Factory,Q2,May,Maryland,Flint,68.16
Residential,Factory,Q4,November,Michigan,Columbia,72.77
Residential,Factory,Q2,December,Maryland,Baltimore,74.22
Residential,Factory,Q4,June,Michigan,Flint,80.9
Production,Workshop,Q2,June,Maryland,Columbia,81.76
Production,Workshop,Q4,April,Michigan,Baltimore,83.88
Production,Workshop,Q2,May,Maryland,Flint,93.87
Production,Workshop,Q4,November,Michigan,Columbia,93.95
Production,Workshop,Q2,December,Maryland,Baltimore,95.5
Production,Workshop,Q4,June,Michigan,Flint,97.05
