State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Georgia,Albany,2020,Air,Light,1.83
Georgia,Albany,2020,Water,Noise,3.93
Georgia,Albany,2020,Air,Thermal,5.4
Georgia,Albany,2020,Water,Oxygen-depletion,7.98
Georgia,Albany,2020,Air,Surface water,12.77
Georgia,Albany,2020,Water,Groundwater,14.13
Illinois,Columbus,2015,Air,Light,18.66
Illinois,Columbus,2015,Water,Noise,20.0
Illinois,Columbus,2015,Air,Thermal,24.8
Illinois,Columbus,2015,Water,Oxygen-depletion,24.41
Illinois,Columbus,2015,Air,Surface water,30.45
Illinois,Columbus,2015,Water,Groundwater,30.33
Oregon,Washington,2017,Air,Light,-95.01
Oregon,Washington,2017,Water,Noise,-95.05
Oregon,Washington,2017,Air,Thermal,-93.8
Oregon,Washington,2017,Water,Oxygen-depletion,33.95
Oregon,Washington,2017,Air,Surface water,38.74
Oregon,Washington,2017,Water,Groundwater,-87.06
Georgia,Champaign,2020,Air,Light,-84.09
Georgia,Champaign,2020,Water,Noise,-83.31
Georgia,Champaign,2020,Air,Thermal,-84.53
Georgia,Champaign,2020,Water,Oxygen-depletion,50.93
Georgia,Champaign,2020,Air,Surface water,-77.7
Georgia,Champaign,2020,Water,Groundwater,51.32
Illinois,Springfield,2015,Air,Light,-75.14
Illinois,Springfield,2015,Water,Noise,-73.2
Illinois,Springfield,2015,Air,Thermal,-73.55
Illinois,Springfield,2015,Water,Oxygen-depletion,-71.71
Illinois,Springfield,2015,Air,Surface water,58.5
Illinois,Springfield,2015,Water,Groundwater,-68.77
Oregon,Redmond,2017,Air,Light,-66.28
Oregon,Redmond,2017,Water,Noise,-62.77
Oregon,Redmond,2017,Air,Thermal,-55.05
Oregon,Redmond,2017,Water,Oxygen-depletion,-48.45
Oregon,Redmond,2017,Air,Surface water,83.55
Oregon,Redmond,2017,Water,Groundwater,84.67
Georgia,Portland,2020,Air,Light,86.17
Georgia,Portland,2020,Water,Noise,86.2
Georgia,Portland,2020,Air,Thermal,89.93
Georgia,Portland,2020,Water,Oxygen-depletion,98.24
Georgia,Portland,2020,Air,Surface water,98.22
Georgia,Portland,2020,Water,Groundwater,-30.89
Illinois,Salem,2015,Air,Light,-26.43
Illinois,Salem,2015,Water,Noise,-25.91
Illinois,Salem,2015,Air,Thermal,-20.8
Illinois,Salem,2015,Water,Oxygen-depletion,-19.1
Illinois,Salem,2015,Air,Surface water,-10.68
Illinois,Salem,2015,Water,Groundwater,-1.31
