Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Administration,Q1,February,Georgia,Albany,1.96
Service,Administration,Q4,March,Georgia,Albany,4.37
Service,Administration,Q2,January,Georgia,Albany,4.98
Service,Administration,Q1,December,Georgia,Albany,6.57
Service,Administration,Q4,October,Georgia,Albany,16.36
Service,Administration,Q2,June,Georgia,Albany,20.38
Service,Administration,Q1,May,Georgia,Albany,36.74
Service,Administration,Q4,February,Georgia,Albany,36.58
Service,Administration,Q2,March,Georgia,Albany,40.79
Culture,Library,Q1,February,Georgia,Albany,40.48
Culture,Library,Q4,March,Georgia,Albany,42.6
Culture,Library,Q2,January,Georgia,Albany,43.25
Culture,Library,Q1,December,Georgia,Albany,40.73
Culture,Library,Q4,October,Georgia,Albany,40.5
Culture,Library,Q2,June,Georgia,Albany,46.83
Culture,Library,Q1,May,Georgia,Albany,50.83
Culture,Library,Q4,February,Georgia,Albany,50.7
Culture,Library,Q2,March,Georgia,Albany,52.15
Service,Theatre,Q1,February,Georgia,Albany,52.97
Service,Theatre,Q4,March,Georgia,Albany,54.98
Service,Theatre,Q2,January,Georgia,Albany,58.46
Service,Theatre,Q1,December,Georgia,Albany,59.12
Service,Theatre,Q4,October,Georgia,Albany,62.44
Service,Theatre,Q2,June,Georgia,Albany,69.66
Service,Theatre,Q1,May,Georgia,Albany,69.01
Service,Theatre,Q4,February,Georgia,Albany,75.97
Service,Theatre,Q2,March,Georgia,Albany,76.81
Culture,Museum,Q1,February,Georgia,Albany,78.43
Culture,Museum,Q4,March,Georgia,Albany,78.69
Culture,Museum,Q2,January,Georgia,Albany,83.82
Culture,Museum,Q1,December,Georgia,Albany,88.09
Culture,Museum,Q4,October,Georgia,Albany,89.22
Culture,Museum,Q2,June,Georgia,Albany,90.19
Culture,Museum,Q1,May,Georgia,Albany,91.17
Culture,Museum,Q4,February,Georgia,Albany,96.85
Culture,Museum,Q2,March,Georgia,Albany,100.0
