Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q1,March,Maryland,Aberdeen,5.44
Production,Factory,Q3,February,Maryland,Columbia,6.18
Production,Factory,Q1,January,Maryland,Aberdeen,8.22
Production,Factory,Q3,August,Maryland,Columbia,19.33
Production,Factory,Q1,July,Maryland,Aberdeen,24.28
Production,Factory,Q3,September,Maryland,Columbia,25.8
Service,Workshop,Q1,March,Maryland,Aberdeen,26.55
Service,Workshop,Q3,February,Maryland,Columbia,29.33
Service,Workshop,Q1,January,Maryland,Aberdeen,31.05
Service,Workshop,Q3,August,Maryland,Columbia,38.99
Service,Workshop,Q1,July,Maryland,Aberdeen,38.6
Service,Workshop,Q3,September,Maryland,Columbia,39.42
Production,School,Q1,March,Maryland,Aberdeen,48.62
Production,School,Q3,February,Maryland,Columbia,49.88
Production,School,Q1,January,Maryland,Aberdeen,48.98
Production,School,Q3,August,Maryland,Columbia,51.62
Production,School,Q1,July,Maryland,Aberdeen,55.51
Production,School,Q3,September,Maryland,Columbia,55.97
Service,Hospital,Q1,March,Maryland,Aberdeen,55.63
Service,Hospital,Q3,February,Maryland,Columbia,60.2
Service,Hospital,Q1,January,Maryland,Aberdeen,61.76
Service,Hospital,Q3,August,Maryland,Columbia,60.45
Service,Hospital,Q1,July,Maryland,Aberdeen,61.42
Service,Hospital,Q3,September,Maryland,Columbia,0.21
Production,Administration,Q1,March,Maryland,Aberdeen,70.76
Production,Administration,Q3,February,Maryland,Columbia,72.61
Production,Administration,Q1,January,Maryland,Aberdeen,87.39
Production,Administration,Q3,August,Maryland,Columbia,91.54
Production,Administration,Q1,July,Maryland,Aberdeen,96.25
Production,Administration,Q3,September,Maryland,Columbia,98.62
