Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q1,February,3.6
Culture,Museum,Q2,March,4.21
Culture,Museum,Q1,April,10.36
Culture,Museum,Q2,June,14.3
Culture,Museum,Q1,May,14.06
Culture,Museum,Q2,February,18.76
Production,Concert,Q1,February,18.4
Production,Concert,Q2,March,21.27
Production,Concert,Q1,April,22.86
Production,Concert,Q2,June,23.48
Production,Concert,Q1,May,22.31
Production,Concert,Q2,February,35.73
Residential,Factory,Q1,February,36.62
Residential,Factory,Q2,March,38.85
Residential,Factory,Q1,April,40.0
Residential,Factory,Q2,June,45.97
Residential,Factory,Q1,May,46.25
Residential,Factory,Q2,February,51.22
Culture,Workshop,Q1,February,52.16
Culture,Workshop,Q2,March,54.79
Culture,Workshop,Q1,April,57.23
Culture,Workshop,Q2,June,59.37
Culture,Workshop,Q1,May,62.97
Culture,Workshop,Q2,February,66.78
Production,Apartment,Q1,February,67.87
Production,Apartment,Q2,March,67.72
Production,Apartment,Q1,April,67.48
Production,Apartment,Q2,June,72.22
Production,Apartment,Q1,May,78.38
Production,Apartment,Q2,February,84.88
Residential,House,Q1,February,87.24
Residential,House,Q2,March,88.81
Residential,House,Q1,April,89.7
Residential,House,Q2,June,92.46
Residential,House,Q1,May,94.73
Residential,House,Q2,February,97.49
