Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,Georgia,Columbus,Wind,Breeze,0.27
2017,Georgia,Columbus,Temperature,Storm,1.39
2017,Georgia,Columbus,Humidity,11-20,5.13
2017,Georgia,Columbus,Wind,0-10,6.12
2017,Georgia,Columbus,Temperature,High,6.11
2017,Georgia,Columbus,Humidity,Medium,5.29
2021,California,Albany,Wind,Breeze,9.94
2021,California,Albany,Temperature,Storm,10.6
2021,California,Albany,Humidity,11-20,11.62
2021,California,Albany,Wind,0-10,10.72
2021,California,Albany,Temperature,High,6.45
2021,California,Albany,Humidity,Medium,14.86
2017,Georgia,Los-Angeles,Wind,Breeze,15.37
2017,Georgia,Los-Angeles,Temperature,Storm,16.8
2017,Georgia,Los-Angeles,Humidity,11-20,15.27
2017,Georgia,Los-Angeles,Wind,0-10,16.54
2017,Georgia,Los-Angeles,Temperature,High,19.1
2017,Georgia,Los-Angeles,Humidity,Medium,20.93
2021,California,Malibu,Wind,Breeze,18.68
2021,California,Malibu,Temperature,Storm,22.84
2021,California,Malibu,Humidity,11-20,23.0
2021,California,Malibu,Wind,0-10,22.82
2021,California,Malibu,Temperature,High,16.16
2021,California,Malibu,Humidity,Medium,26.97
2017,Georgia,San Francisco,Wind,Breeze,26.41
2017,Georgia,San Francisco,Temperature,Storm,21.74
2017,Georgia,San Francisco,Humidity,11-20,24.52
2017,Georgia,San Francisco,Wind,0-10,8.9
2017,Georgia,San Francisco,Temperature,High,17.74
2017,Georgia,San Francisco,Humidity,Medium,20.23
