Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Michigan,Port Huron,Temperature,11-20,1.4
2019,Michigan,Port Huron,Humidity,31-40,1.46
2019,Michigan,Port Huron,Wind,Medium,3.13
2019,Michigan,Port Huron,Temperature,Low,4.53
2019,Michigan,Port Huron,Humidity,High,4.17
2019,Michigan,Port Huron,Wind,Breeze,6.55
2019,Michigan,Port Huron,Temperature,Storm,7.81
2019,Michigan,Port Huron,Humidity,Calm,7.97
2019,Michigan,Port Huron,Wind,11-20,9.13
2018,Massachusetts,Detroit,Temperature,11-20,8.16
2018,Massachusetts,Detroit,Humidity,31-40,6.21
2018,Massachusetts,Detroit,Wind,Medium,10.27
2018,Massachusetts,Detroit,Temperature,Low,13.95
2018,Massachusetts,Detroit,Humidity,High,14.11
2018,Massachusetts,Detroit,Wind,Breeze,14.97
2018,Massachusetts,Detroit,Temperature,Storm,13.16
2018,Massachusetts,Detroit,Humidity,Calm,17.45
2018,Massachusetts,Detroit,Wind,11-20,18.38
2016,Florida,Lenox,Temperature,11-20,19.55
2016,Florida,Lenox,Humidity,31-40,20.68
2016,Florida,Lenox,Wind,Medium,21.48
2016,Florida,Lenox,Temperature,Low,4.01
2016,Florida,Lenox,Humidity,High,23.08
2016,Florida,Lenox,Wind,Breeze,24.86
2016,Florida,Lenox,Temperature,Storm,25.95
2016,Florida,Lenox,Humidity,Calm,26.33
2016,Florida,Lenox,Wind,11-20,25.46
2019,Michigan,Cambridge,Temperature,11-20,24.99
2019,Michigan,Cambridge,Humidity,31-40,25.71
2019,Michigan,Cambridge,Wind,Medium,23.15
2019,Michigan,Cambridge,Temperature,Low,24.41
2019,Michigan,Cambridge,Humidity,High,27.12
2019,Michigan,Cambridge,Wind,Breeze,26.23
2019,Michigan,Cambridge,Temperature,Storm,5.49
2019,Michigan,Cambridge,Humidity,Calm,26.58
2019,Michigan,Cambridge,Wind,11-20,0.05
2018,Massachusetts,Tampa,Temperature,11-20,8.91
2018,Massachusetts,Tampa,Humidity,31-40,2.02
2018,Massachusetts,Tampa,Wind,Medium,9.38
2018,Massachusetts,Tampa,Temperature,Low,11.02
2018,Massachusetts,Tampa,Humidity,High,12.72
2018,Massachusetts,Tampa,Wind,Breeze,12.0
2018,Massachusetts,Tampa,Temperature,Storm,14.36
2018,Massachusetts,Tampa,Humidity,Calm,16.64
2018,Massachusetts,Tampa,Wind,11-20,17.38
2016,Florida,Fort Lauderdale,Temperature,11-20,17.25
2016,Florida,Fort Lauderdale,Humidity,31-40,18.99
2016,Florida,Fort Lauderdale,Wind,Medium,18.49
2016,Florida,Fort Lauderdale,Temperature,Low,21.52
2016,Florida,Fort Lauderdale,Humidity,High,2.56
2016,Florida,Fort Lauderdale,Wind,Breeze,21.77
2016,Florida,Fort Lauderdale,Temperature,Storm,21.14
2016,Florida,Fort Lauderdale,Humidity,Calm,22.74
2016,Florida,Fort Lauderdale,Wind,11-20,23.9
