State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Michigan,Port Huron,Air,Thermal,3.41
Michigan,Port Huron,Water,Light,5.96
Michigan,Port Huron,Soil,Noise,8.44
Michigan,Port Huron,Air,Surface water,14.37
Michigan,Port Huron,Water,Oxygen-depletion,16.66
Michigan,Port Huron,Soil,Inferior Irrigation,18.95
Michigan,Port Huron,Air,Industrial,21.83
Michigan,Port Huron,Water,Solid Waste,23.87
Michigan,Port Huron,Soil,Urban Activities,27.5
Michigan,Port Huron,Air,Inorganic Fertilizers,31.61
Michigan,Port Huron,Water,Thermal,32.41
Michigan,Port Huron,Soil,Light,32.22
Michigan,Port Huron,Air,Noise,34.61
Michigan,Port Huron,Water,Surface water,32.34
Michigan,Port Huron,Soil,Oxygen-depletion,39.29
California,Detroit,Air,Thermal,41.04
California,Detroit,Water,Light,43.27
California,Detroit,Soil,Noise,43.33
California,Detroit,Air,Surface water,44.01
California,Detroit,Water,Oxygen-depletion,45.75
California,Detroit,Soil,Inferior Irrigation,-84.85
California,Detroit,Air,Industrial,48.29
California,Detroit,Water,Solid Waste,51.24
California,Detroit,Soil,Urban Activities,52.06
California,Detroit,Air,Inorganic Fertilizers,55.24
California,Detroit,Water,Thermal,58.01
California,Detroit,Soil,Light,-69.34
California,Detroit,Air,Noise,62.35
California,Detroit,Water,Surface water,-64.42
California,Detroit,Soil,Oxygen-depletion,65.81
Michigan,Berkeley,Air,Thermal,-63.4
Michigan,Berkeley,Water,Light,66.45
Michigan,Berkeley,Soil,Noise,-62.1
Michigan,Berkeley,Air,Surface water,-60.48
Michigan,Berkeley,Water,Oxygen-depletion,70.41
Michigan,Berkeley,Soil,Inferior Irrigation,73.45
Michigan,Berkeley,Air,Industrial,75.33
Michigan,Berkeley,Water,Solid Waste,-53.07
Michigan,Berkeley,Soil,Urban Activities,77.48
Michigan,Berkeley,Air,Inorganic Fertilizers,-44.05
Michigan,Berkeley,Water,Thermal,87.68
Michigan,Berkeley,Soil,Light,-37.17
Michigan,Berkeley,Air,Noise,91.49
Michigan,Berkeley,Water,Surface water,-32.67
Michigan,Berkeley,Soil,Oxygen-depletion,-32.56
California,San Francisco,Air,Thermal,98.82
California,San Francisco,Water,Light,97.77
California,San Francisco,Soil,Noise,-28.67
California,San Francisco,Air,Surface water,-26.22
California,San Francisco,Water,Oxygen-depletion,-24.54
California,San Francisco,Soil,Inferior Irrigation,-23.23
California,San Francisco,Air,Industrial,-24.04
California,San Francisco,Water,Solid Waste,-21.14
California,San Francisco,Soil,Urban Activities,-19.17
California,San Francisco,Air,Inorganic Fertilizers,-18.8
California,San Francisco,Water,Thermal,-13.47
California,San Francisco,Soil,Light,-11.21
California,San Francisco,Air,Noise,-11.86
California,San Francisco,Water,Surface water,-8.08
California,San Francisco,Soil,Oxygen-depletion,-7.92
