Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Illinois,Chicago,Humidity,Low,2.34
2021,Illinois,Chicago,Temperature,Medium,3.68
2021,Illinois,Chicago,Humidity,11-20,3.77
2021,Illinois,Chicago,Temperature,21-30,5.92
2021,Illinois,Chicago,Humidity,31-40,6.85
2021,Illinois,Chicago,Temperature,Low,7.82
2019,Oregon,Champaign,Humidity,Low,8.55
2019,Oregon,Champaign,Temperature,Medium,6.04
2019,Oregon,Champaign,Humidity,11-20,3.3
2019,Oregon,Champaign,Temperature,21-30,9.77
2019,Oregon,Champaign,Humidity,31-40,12.25
2019,Oregon,Champaign,Temperature,Low,12.43
2021,Illinois,Springfield,Humidity,Low,14.74
2021,Illinois,Springfield,Temperature,Medium,8.34
2021,Illinois,Springfield,Humidity,11-20,11.23
2021,Illinois,Springfield,Temperature,21-30,9.1
2021,Illinois,Springfield,Humidity,31-40,18.03
2021,Illinois,Springfield,Temperature,Low,15.72
2019,Oregon,Redmond,Humidity,Low,20.25
2019,Oregon,Redmond,Temperature,Medium,21.98
2019,Oregon,Redmond,Humidity,11-20,20.02
2019,Oregon,Redmond,Temperature,21-30,23.39
2019,Oregon,Redmond,Humidity,31-40,20.8
2019,Oregon,Redmond,Temperature,Low,25.55
2021,Illinois,Salem,Humidity,Low,26.97
2021,Illinois,Salem,Temperature,Medium,27.92
2021,Illinois,Salem,Humidity,11-20,27.03
2021,Illinois,Salem,Temperature,21-30,24.7
2021,Illinois,Salem,Humidity,31-40,22.71
2021,Illinois,Salem,Temperature,Low,27.55
2019,Oregon,Portland,Humidity,Low,12.65
2019,Oregon,Portland,Temperature,Medium,14.26
2019,Oregon,Portland,Humidity,11-20,14.45
2019,Oregon,Portland,Temperature,21-30,2.37
2019,Oregon,Portland,Humidity,31-40,15.96
2019,Oregon,Portland,Temperature,Low,17.61
