State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Springfield,Soil,Urban Activities,0.24
Illinois,Springfield,Air,Industrial,4.73
Illinois,Springfield,Water,Solid Waste,5.17
Illinois,Springfield,Soil,Inferior Irrigation,5.4
Illinois,Springfield,Air,Light,8.94
Illinois,Springfield,Water,Noise,10.82
Illinois,Springfield,Soil,Thermal,13.28
Illinois,Springfield,Air,Oxygen-depletion,15.21
Illinois,Springfield,Water,Chemical,15.53
Illinois,Springfield,Soil,Urban Activities,18.36
Illinois,Springfield,Air,Industrial,21.15
Illinois,Springfield,Water,Solid Waste,22.81
California,Champaign,Soil,Urban Activities,21.78
California,Champaign,Air,Industrial,24.98
California,Champaign,Water,Solid Waste,22.47
California,Champaign,Soil,Inferior Irrigation,27.89
California,Champaign,Air,Light,31.72
California,Champaign,Water,Noise,34.28
California,Champaign,Soil,Thermal,36.02
California,Champaign,Air,Oxygen-depletion,37.52
California,Champaign,Water,Chemical,40.32
California,Champaign,Soil,Urban Activities,42.42
California,Champaign,Air,Industrial,42.0
California,Champaign,Water,Solid Waste,42.89
Oregon,Chicago,Soil,Urban Activities,46.56
Oregon,Chicago,Air,Industrial,46.85
Oregon,Chicago,Water,Solid Waste,47.58
Oregon,Chicago,Soil,Inferior Irrigation,49.27
Oregon,Chicago,Air,Light,49.09
Oregon,Chicago,Water,Noise,51.63
Oregon,Chicago,Soil,Thermal,52.94
Oregon,Chicago,Air,Oxygen-depletion,51.76
Oregon,Chicago,Water,Chemical,54.15
Oregon,Chicago,Soil,Urban Activities,56.85
Oregon,Chicago,Air,Industrial,57.78
Oregon,Chicago,Water,Solid Waste,56.39
Illinois,San Francisco,Soil,Urban Activities,61.56
Illinois,San Francisco,Air,Industrial,62.65
Illinois,San Francisco,Water,Solid Waste,64.83
Illinois,San Francisco,Soil,Inferior Irrigation,65.37
Illinois,San Francisco,Air,Light,66.28
Illinois,San Francisco,Water,Noise,68.03
Illinois,San Francisco,Soil,Thermal,69.41
Illinois,San Francisco,Air,Oxygen-depletion,69.44
Illinois,San Francisco,Water,Chemical,75.21
Illinois,San Francisco,Soil,Urban Activities,75.22
Illinois,San Francisco,Air,Industrial,82.33
Illinois,San Francisco,Water,Solid Waste,84.81
California,Berkeley,Soil,Urban Activities,86.23
California,Berkeley,Air,Industrial,87.79
California,Berkeley,Water,Solid Waste,-8.88
California,Berkeley,Soil,Inferior Irrigation,92.94
California,Berkeley,Air,Light,99.59
California,Berkeley,Water,Noise,-99.56
California,Berkeley,Soil,Thermal,-96.25
California,Berkeley,Air,Oxygen-depletion,-93.32
California,Berkeley,Water,Chemical,-92.94
California,Berkeley,Soil,Urban Activities,-91.47
California,Berkeley,Air,Industrial,-91.59
California,Berkeley,Water,Solid Waste,-89.94
Oregon,Los-Angeles,Soil,Urban Activities,-87.91
Oregon,Los-Angeles,Air,Industrial,-87.59
Oregon,Los-Angeles,Water,Solid Waste,-83.36
Oregon,Los-Angeles,Soil,Inferior Irrigation,-74.29
Oregon,Los-Angeles,Air,Light,-72.99
Oregon,Los-Angeles,Water,Noise,-70.65
Oregon,Los-Angeles,Soil,Thermal,-68.1
Oregon,Los-Angeles,Air,Oxygen-depletion,-67.51
Oregon,Los-Angeles,Water,Chemical,-66.26
Oregon,Los-Angeles,Soil,Urban Activities,-61.3
Oregon,Los-Angeles,Air,Industrial,-60.05
Oregon,Los-Angeles,Water,Solid Waste,-61.69
Illinois,Salem,Soil,Urban Activities,-59.14
Illinois,Salem,Air,Industrial,-57.51
Illinois,Salem,Water,Solid Waste,-54.49
Illinois,Salem,Soil,Inferior Irrigation,-48.03
Illinois,Salem,Air,Light,-47.75
Illinois,Salem,Water,Noise,-48.69
Illinois,Salem,Soil,Thermal,-46.93
Illinois,Salem,Air,Oxygen-depletion,-44.25
Illinois,Salem,Water,Chemical,-43.89
Illinois,Salem,Soil,Urban Activities,-39.03
Illinois,Salem,Air,Industrial,-38.14
Illinois,Salem,Water,Solid Waste,-37.1
California,Redmond,Soil,Urban Activities,-36.61
California,Redmond,Air,Industrial,-31.97
California,Redmond,Water,Solid Waste,-30.8
California,Redmond,Soil,Inferior Irrigation,-22.74
California,Redmond,Air,Light,-21.58
California,Redmond,Water,Noise,-15.8
California,Redmond,Soil,Thermal,-14.76
California,Redmond,Air,Oxygen-depletion,-12.52
California,Redmond,Water,Chemical,-10.41
California,Redmond,Soil,Urban Activities,-10.6
California,Redmond,Air,Industrial,-8.24
California,Redmond,Water,Solid Waste,-7.45
