Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Apartment,Q1,March,3.59
Residential,Apartment,Q2,February,3.41
Residential,Apartment,Q4,January,7.27
Residential,Apartment,Q1,June,9.91
Residential,Apartment,Q2,April,9.06
Residential,Apartment,Q4,May,11.07
Residential,Apartment,Q1,December,12.91
Residential,Apartment,Q2,October,12.48
Residential,Apartment,Q4,November,11.77
Service,House,Q1,March,14.47
Service,House,Q2,February,15.56
Service,House,Q4,January,20.81
Service,House,Q1,June,20.82
Service,House,Q2,April,22.12
Service,House,Q4,May,23.26
Service,House,Q1,December,24.32
Service,House,Q2,October,25.84
Service,House,Q4,November,25.61
Production,Administration,Q1,March,27.96
Production,Administration,Q2,February,29.02
Production,Administration,Q4,January,30.62
Production,Administration,Q1,June,35.3
Production,Administration,Q2,April,36.79
Production,Administration,Q4,May,40.93
Production,Administration,Q1,December,47.48
Production,Administration,Q2,October,48.65
Production,Administration,Q4,November,50.99
Residential,School,Q1,March,54.07
Residential,School,Q2,February,57.34
Residential,School,Q4,January,59.75
Residential,School,Q1,June,63.42
Residential,School,Q2,April,66.72
Residential,School,Q4,May,69.38
Residential,School,Q1,December,70.9
Residential,School,Q2,October,71.35
Residential,School,Q4,November,69.12
Service,Factory,Q1,March,74.45
Service,Factory,Q2,February,80.5
Service,Factory,Q4,January,81.36
Service,Factory,Q1,June,82.11
Service,Factory,Q2,April,80.78
Service,Factory,Q4,May,82.14
Service,Factory,Q1,December,86.71
Service,Factory,Q2,October,86.25
Service,Factory,Q4,November,88.54
Production,Workshop,Q1,March,88.58
Production,Workshop,Q2,February,88.01
Production,Workshop,Q4,January,91.31
Production,Workshop,Q1,June,92.28
Production,Workshop,Q2,April,93.99
Production,Workshop,Q4,May,94.61
Production,Workshop,Q1,December,94.76
Production,Workshop,Q2,October,93.94
Production,Workshop,Q4,November,99.43
