Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q3,July,Michigan,Detroit,1.05
Production,Factory,Q1,August,Michigan,Detroit,6.27
Production,Factory,Q3,September,Michigan,Detroit,6.26
Production,Factory,Q1,February,Michigan,Detroit,13.3
Production,Factory,Q3,March,Michigan,Detroit,14.93
Production,Factory,Q1,July,Michigan,Detroit,22.98
Residential,Workshop,Q3,July,Michigan,Detroit,26.97
Residential,Workshop,Q1,August,Michigan,Detroit,32.59
Residential,Workshop,Q3,September,Michigan,Detroit,34.93
Residential,Workshop,Q1,February,Michigan,Detroit,35.97
Residential,Workshop,Q3,March,Michigan,Detroit,34.22
Residential,Workshop,Q1,July,Michigan,Detroit,37.63
Production,Hotel,Q3,July,Michigan,Detroit,39.42
Production,Hotel,Q1,August,Michigan,Detroit,40.7
Production,Hotel,Q3,September,Michigan,Detroit,43.35
Production,Hotel,Q1,February,Michigan,Detroit,45.08
Production,Hotel,Q3,March,Michigan,Detroit,53.66
Production,Hotel,Q1,July,Michigan,Detroit,54.44
Residential,House,Q3,July,Michigan,Detroit,57.08
Residential,House,Q1,August,Michigan,Detroit,59.21
Residential,House,Q3,September,Michigan,Detroit,62.17
Residential,House,Q1,February,Michigan,Detroit,62.05
Residential,House,Q3,March,Michigan,Detroit,68.19
Residential,House,Q1,July,Michigan,Detroit,72.72
Production,Apartment,Q3,July,Michigan,Detroit,76.96
Production,Apartment,Q1,August,Michigan,Detroit,76.93
Production,Apartment,Q3,September,Michigan,Detroit,82.48
Production,Apartment,Q1,February,Michigan,Detroit,87.01
Production,Apartment,Q3,March,Michigan,Detroit,88.54
Production,Apartment,Q1,July,Michigan,Detroit,90.1
