Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,January,0.95
Production,Factory,Q2,February,0.39
Production,Factory,Q1,March,7.1
Production,Factory,Q2,May,18.04
Production,Factory,Q1,June,30.3
Production,Factory,Q2,January,31.49
Culture,Workshop,Q1,January,32.95
Culture,Workshop,Q2,February,37.83
Culture,Workshop,Q1,March,57.84
Culture,Workshop,Q2,May,58.54
Culture,Workshop,Q1,June,59.31
Culture,Workshop,Q2,January,69.69
Production,Theatre,Q1,January,75.31
Production,Theatre,Q2,February,77.16
Production,Theatre,Q1,March,79.18
Production,Theatre,Q2,May,81.24
Production,Theatre,Q1,June,82.12
Production,Theatre,Q2,January,85.9
Culture,Concert,Q1,January,85.59
Culture,Concert,Q2,February,89.58
Culture,Concert,Q1,March,89.97
Culture,Concert,Q2,May,89.39
Culture,Concert,Q1,June,90.93
Culture,Concert,Q2,January,91.96
