Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q2,June,0.86
Culture,Concert,Q1,April,1.58
Culture,Concert,Q4,May,6.06
Culture,Concert,Q2,February,8.0
Culture,Concert,Q1,March,9.2
Culture,Concert,Q4,November,9.14
Culture,Concert,Q2,October,13.37
Culture,Concert,Q1,June,13.65
Culture,Concert,Q4,April,17.79
Service,Theatre,Q2,June,18.67
Service,Theatre,Q1,April,17.71
Service,Theatre,Q4,May,20.28
Service,Theatre,Q2,February,21.06
Service,Theatre,Q1,March,22.15
Service,Theatre,Q4,November,22.44
Service,Theatre,Q2,October,22.22
Service,Theatre,Q1,June,25.53
Service,Theatre,Q4,April,25.91
Production,Library,Q2,June,27.79
Production,Library,Q1,April,23.21
Production,Library,Q4,May,30.37
Production,Library,Q2,February,30.97
Production,Library,Q1,March,35.53
Production,Library,Q4,November,36.67
Production,Library,Q2,October,48.54
Production,Library,Q1,June,50.18
Production,Library,Q4,April,51.61
Culture,Hospital,Q2,June,54.35
Culture,Hospital,Q1,April,55.02
Culture,Hospital,Q4,May,56.02
Culture,Hospital,Q2,February,54.29
Culture,Hospital,Q1,March,58.92
Culture,Hospital,Q4,November,55.32
Culture,Hospital,Q2,October,57.53
Culture,Hospital,Q1,June,59.55
Culture,Hospital,Q4,April,66.72
Service,Workshop,Q2,June,70.98
Service,Workshop,Q1,April,73.34
Service,Workshop,Q4,May,74.65
Service,Workshop,Q2,February,75.38
Service,Workshop,Q1,March,76.43
Service,Workshop,Q4,November,80.21
Service,Workshop,Q2,October,80.11
Service,Workshop,Q1,June,82.77
Service,Workshop,Q4,April,80.51
Production,Factory,Q2,June,85.84
Production,Factory,Q1,April,86.31
Production,Factory,Q4,May,87.94
Production,Factory,Q2,February,87.07
Production,Factory,Q1,March,92.65
Production,Factory,Q4,November,93.28
Production,Factory,Q2,October,95.39
Production,Factory,Q1,June,97.38
Production,Factory,Q4,April,99.26
