Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q1,March,Nevada,Boulder City,0.42
Culture,Museum,Q2,February,Nevada,Boulder City,1.05
Culture,Museum,Q1,May,Nevada,Boulder City,1.13
Culture,Museum,Q2,June,Nevada,Boulder City,6.59
Residential,Theatre,Q1,March,Nevada,Boulder City,8.19
Residential,Theatre,Q2,February,Nevada,Boulder City,9.47
Residential,Theatre,Q1,May,Nevada,Boulder City,12.82
Residential,Theatre,Q2,June,Nevada,Boulder City,12.37
Culture,Hotel,Q1,March,Nevada,Boulder City,28.23
Culture,Hotel,Q2,February,Nevada,Boulder City,29.05
Culture,Hotel,Q1,May,Nevada,Boulder City,57.14
Culture,Hotel,Q2,June,Nevada,Boulder City,60.47
Residential,Apartment,Q1,March,Nevada,Boulder City,60.61
Residential,Apartment,Q2,February,Nevada,Boulder City,0.23
Residential,Apartment,Q1,May,Nevada,Boulder City,67.86
Residential,Apartment,Q2,June,Nevada,Boulder City,68.68
Culture,House,Q1,March,Nevada,Boulder City,75.62
Culture,House,Q2,February,Nevada,Boulder City,80.09
Culture,House,Q1,May,Nevada,Boulder City,81.14
Culture,House,Q2,June,Nevada,Boulder City,88.39
