Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q3,September,8.69
Service,Hospital,Q1,July,10.68
Service,Hospital,Q3,August,20.19
Service,Hospital,Q1,January,23.89
Service,Hospital,Q3,March,25.54
Service,Hospital,Q1,February,26.48
Residential,Administration,Q3,September,28.67
Residential,Administration,Q1,July,30.16
Residential,Administration,Q3,August,31.98
Residential,Administration,Q1,January,34.17
Residential,Administration,Q3,March,35.23
Residential,Administration,Q1,February,36.19
Production,Apartment,Q3,September,42.21
Production,Apartment,Q1,July,42.66
Production,Apartment,Q3,August,42.16
Production,Apartment,Q1,January,45.07
Production,Apartment,Q3,March,45.72
Production,Apartment,Q1,February,47.01
Service,House,Q3,September,50.23
Service,House,Q1,July,52.61
Service,House,Q3,August,56.41
Service,House,Q1,January,60.21
Service,House,Q3,March,60.74
Service,House,Q1,February,63.21
Residential,Hotel,Q3,September,67.68
Residential,Hotel,Q1,July,69.88
Residential,Hotel,Q3,August,73.8
Residential,Hotel,Q1,January,74.89
Residential,Hotel,Q3,March,74.53
Residential,Hotel,Q1,February,76.86
Production,Factory,Q3,September,79.17
Production,Factory,Q1,July,83.84
Production,Factory,Q3,August,84.09
Production,Factory,Q1,January,86.73
Production,Factory,Q3,March,88.62
Production,Factory,Q1,February,89.05
Service,Workshop,Q3,September,90.11
Service,Workshop,Q1,July,90.1
Service,Workshop,Q3,August,93.97
Service,Workshop,Q1,January,95.65
Service,Workshop,Q3,March,97.0
Service,Workshop,Q1,February,99.12
