Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Library,Q4,December,California,San Francisco,0.95
Service,Library,Q2,October,Florida,Berkeley,2.31
Service,Library,Q3,May,California,Fort Lauderdale,5.59
Service,Library,Q4,June,Florida,Tampa,7.02
Service,Library,Q2,April,California,San Francisco,10.81
Service,Library,Q3,July,Florida,Berkeley,13.76
Service,Library,Q4,August,California,Fort Lauderdale,17.3
Service,Library,Q2,September,Florida,Tampa,25.38
Service,Library,Q3,December,California,San Francisco,27.95
Culture,School,Q4,December,California,San Francisco,28.86
Culture,School,Q2,October,Florida,Berkeley,28.96
Culture,School,Q3,May,California,Fort Lauderdale,28.93
Culture,School,Q4,June,Florida,Tampa,31.38
Culture,School,Q2,April,California,San Francisco,32.3
Culture,School,Q3,July,Florida,Berkeley,33.57
Culture,School,Q4,August,California,Fort Lauderdale,32.61
Culture,School,Q2,September,Florida,Tampa,36.75
Culture,School,Q3,December,California,San Francisco,38.89
Service,Administration,Q4,December,California,San Francisco,40.97
Service,Administration,Q2,October,Florida,Berkeley,43.65
Service,Administration,Q3,May,California,Fort Lauderdale,46.52
Service,Administration,Q4,June,Florida,Tampa,47.22
Service,Administration,Q2,April,California,San Francisco,50.09
Service,Administration,Q3,July,Florida,Berkeley,53.4
Service,Administration,Q4,August,California,Fort Lauderdale,54.53
Service,Administration,Q2,September,Florida,Tampa,57.53
Service,Administration,Q3,December,California,San Francisco,59.95
Culture,Museum,Q4,December,California,San Francisco,61.96
Culture,Museum,Q2,October,Florida,Berkeley,62.22
Culture,Museum,Q3,May,California,Fort Lauderdale,61.86
Culture,Museum,Q4,June,Florida,Tampa,63.48
Culture,Museum,Q2,April,California,San Francisco,63.54
Culture,Museum,Q3,July,Florida,Berkeley,62.06
Culture,Museum,Q4,August,California,Fort Lauderdale,62.01
Culture,Museum,Q2,September,Florida,Tampa,76.57
Culture,Museum,Q3,December,California,San Francisco,77.18
Service,Theatre,Q4,December,California,San Francisco,80.19
Service,Theatre,Q2,October,Florida,Berkeley,81.21
Service,Theatre,Q3,May,California,Fort Lauderdale,82.74
Service,Theatre,Q4,June,Florida,Tampa,83.2
Service,Theatre,Q2,April,California,San Francisco,84.66
Service,Theatre,Q3,July,Florida,Berkeley,83.61
Service,Theatre,Q4,August,California,Fort Lauderdale,83.36
Service,Theatre,Q2,September,Florida,Tampa,80.91
Service,Theatre,Q3,December,California,San Francisco,81.92
Culture,Concert,Q4,December,California,San Francisco,91.85
Culture,Concert,Q2,October,Florida,Berkeley,94.09
Culture,Concert,Q3,May,California,Fort Lauderdale,95.19
Culture,Concert,Q4,June,Florida,Tampa,96.17
Culture,Concert,Q2,April,California,San Francisco,98.02
Culture,Concert,Q3,July,Florida,Berkeley,99.17
Culture,Concert,Q4,August,California,Fort Lauderdale,99.29
Culture,Concert,Q2,September,Florida,Tampa,98.58
Culture,Concert,Q3,December,California,San Francisco,99.38
