Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q2,May,2.81
Production,Workshop,Q1,June,3.24
Production,Workshop,Q2,April,4.5
Production,Workshop,Q1,February,8.43
Production,Workshop,Q2,January,13.4
Production,Workshop,Q1,March,15.77
Culture,Factory,Q2,May,17.0
Culture,Factory,Q1,June,18.86
Culture,Factory,Q2,April,19.35
Culture,Factory,Q1,February,20.82
Culture,Factory,Q2,January,32.43
Culture,Factory,Q1,March,36.52
Residential,Museum,Q2,May,39.28
Residential,Museum,Q1,June,41.12
Residential,Museum,Q2,April,42.39
Residential,Museum,Q1,February,43.62
Residential,Museum,Q2,January,42.86
Residential,Museum,Q1,March,45.59
Production,Concert,Q2,May,47.91
Production,Concert,Q1,June,48.84
Production,Concert,Q2,April,50.19
Production,Concert,Q1,February,52.35
Production,Concert,Q2,January,54.01
Production,Concert,Q1,March,55.76
Culture,Theatre,Q2,May,57.97
Culture,Theatre,Q1,June,63.1
Culture,Theatre,Q2,April,64.3
Culture,Theatre,Q1,February,64.38
Culture,Theatre,Q2,January,72.17
Culture,Theatre,Q1,March,78.26
Residential,House,Q2,May,79.63
Residential,House,Q1,June,81.43
Residential,House,Q2,April,82.74
Residential,House,Q1,February,82.78
Residential,House,Q2,January,85.45
Residential,House,Q1,March,90.12
Production,Hotel,Q2,May,91.46
Production,Hotel,Q1,June,92.11
Production,Hotel,Q2,April,93.69
Production,Hotel,Q1,February,96.25
Production,Hotel,Q2,January,97.81
Production,Hotel,Q1,March,98.9
