Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q4,December,California,San Francisco,1.71
Production,Workshop,Q2,November,California,San Francisco,4.5
Production,Workshop,Q4,October,California,San Francisco,4.81
Production,Workshop,Q2,June,California,San Francisco,6.48
Production,Workshop,Q4,May,California,San Francisco,10.67
Production,Workshop,Q2,April,California,San Francisco,12.2
Culture,Factory,Q4,December,California,San Francisco,16.38
Culture,Factory,Q2,November,California,San Francisco,18.14
Culture,Factory,Q4,October,California,San Francisco,20.3
Culture,Factory,Q2,June,California,San Francisco,22.03
Culture,Factory,Q4,May,California,San Francisco,24.35
Culture,Factory,Q2,April,California,San Francisco,27.91
Residential,Museum,Q4,December,California,San Francisco,30.51
Residential,Museum,Q2,November,California,San Francisco,36.63
Residential,Museum,Q4,October,California,San Francisco,37.56
Residential,Museum,Q2,June,California,San Francisco,36.61
Residential,Museum,Q4,May,California,San Francisco,41.65
Residential,Museum,Q2,April,California,San Francisco,47.44
Production,Theatre,Q4,December,California,San Francisco,48.96
Production,Theatre,Q2,November,California,San Francisco,49.41
Production,Theatre,Q4,October,California,San Francisco,53.81
Production,Theatre,Q2,June,California,San Francisco,54.42
Production,Theatre,Q4,May,California,San Francisco,54.95
Production,Theatre,Q2,April,California,San Francisco,54.06
Culture,House,Q4,December,California,San Francisco,58.03
Culture,House,Q2,November,California,San Francisco,60.89
Culture,House,Q4,October,California,San Francisco,71.63
Culture,House,Q2,June,California,San Francisco,72.38
Culture,House,Q4,May,California,San Francisco,73.1
Culture,House,Q2,April,California,San Francisco,73.48
Residential,Hotel,Q4,December,California,San Francisco,75.35
Residential,Hotel,Q2,November,California,San Francisco,77.85
Residential,Hotel,Q4,October,California,San Francisco,77.68
Residential,Hotel,Q2,June,California,San Francisco,86.35
Residential,Hotel,Q4,May,California,San Francisco,87.9
Residential,Hotel,Q2,April,California,San Francisco,88.2
Production,Apartment,Q4,December,California,San Francisco,88.99
Production,Apartment,Q2,November,California,San Francisco,89.9
Production,Apartment,Q4,October,California,San Francisco,91.73
Production,Apartment,Q2,June,California,San Francisco,93.65
Production,Apartment,Q4,May,California,San Francisco,93.22
Production,Apartment,Q2,April,California,San Francisco,96.2
