Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q4,November,3.13
Production,Workshop,Q3,December,4.81
Production,Workshop,Q1,September,10.66
Production,Workshop,Q4,August,12.26
Production,Workshop,Q3,March,12.08
Production,Workshop,Q1,February,19.77
Production,Workshop,Q4,January,22.85
Production,Workshop,Q3,November,23.71
Production,Workshop,Q1,December,26.0
Service,Factory,Q4,November,26.05
Service,Factory,Q3,December,28.0
Service,Factory,Q1,September,29.21
Service,Factory,Q4,August,29.58
Service,Factory,Q3,March,30.24
Service,Factory,Q1,February,27.56
Service,Factory,Q4,January,33.19
Service,Factory,Q3,November,33.02
Service,Factory,Q1,December,33.93
Residential,Administration,Q4,November,37.02
Residential,Administration,Q3,December,37.11
Residential,Administration,Q1,September,39.76
Residential,Administration,Q4,August,40.99
Residential,Administration,Q3,March,41.79
Residential,Administration,Q1,February,42.85
Residential,Administration,Q4,January,42.79
Residential,Administration,Q3,November,44.27
Residential,Administration,Q1,December,44.66
Production,Hospital,Q4,November,46.5
Production,Hospital,Q3,December,47.62
Production,Hospital,Q1,September,47.96
Production,Hospital,Q4,August,45.36
Production,Hospital,Q3,March,41.74
Production,Hospital,Q1,February,54.0
Production,Hospital,Q4,January,58.99
Production,Hospital,Q3,November,63.73
Production,Hospital,Q1,December,64.01
Service,Hotel,Q4,November,67.61
Service,Hotel,Q3,December,90.68
Service,Hotel,Q1,September,70.02
Service,Hotel,Q4,August,90.36
Service,Hotel,Q3,March,72.3
Service,Hotel,Q1,February,73.53
Service,Hotel,Q4,January,73.65
Service,Hotel,Q3,November,72.29
Service,Hotel,Q1,December,77.97
Residential,House,Q4,November,78.15
Residential,House,Q3,December,79.29
Residential,House,Q1,September,80.59
Residential,House,Q4,August,80.01
Residential,House,Q3,March,84.65
Residential,House,Q1,February,84.76
Residential,House,Q4,January,86.53
Residential,House,Q3,November,89.76
Residential,House,Q1,December,90.97
Production,Apartment,Q4,November,91.25
Production,Apartment,Q3,December,92.08
Production,Apartment,Q1,September,89.53
Production,Apartment,Q4,August,93.73
Production,Apartment,Q3,March,90.98
Production,Apartment,Q1,February,96.52
Production,Apartment,Q4,January,97.0
Production,Apartment,Q3,November,97.14
Production,Apartment,Q1,December,99.83
