State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Illinois,Springfield,2019,Water,Surface water,4.86
Illinois,Springfield,2019,Air,Groundwater,9.09
Illinois,Springfield,2019,Soil,Chemical,11.35
Illinois,Springfield,2019,Water,Oxygen-depletion,15.19
Illinois,Springfield,2019,Air,Light,16.52
Illinois,Springfield,2019,Soil,Thermal,20.86
Illinois,Springfield,2019,Water,Noise,20.78
Illinois,Springfield,2019,Air,Inorganic Fertilizers,22.01
Illinois,Springfield,2019,Soil,Solid Waste,22.74
Illinois,Springfield,2019,Water,Inferior Irrigation,24.04
Illinois,Springfield,2019,Air,Industrial,24.13
Illinois,Springfield,2019,Soil,Surface water,25.27
California,Champaign,2022,Water,Surface water,24.02
California,Champaign,2022,Air,Groundwater,29.76
California,Champaign,2022,Soil,Chemical,31.97
California,Champaign,2022,Water,Oxygen-depletion,44.73
California,Champaign,2022,Air,Light,45.76
California,Champaign,2022,Soil,Thermal,44.49
California,Champaign,2022,Water,Noise,47.5
California,Champaign,2022,Air,Inorganic Fertilizers,49.05
California,Champaign,2022,Soil,Solid Waste,57.39
California,Champaign,2022,Water,Inferior Irrigation,58.98
California,Champaign,2022,Air,Industrial,57.65
California,Champaign,2022,Soil,Surface water,61.73
Massachusetts,Chicago,2016,Water,Surface water,63.49
Massachusetts,Chicago,2016,Air,Groundwater,64.64
Massachusetts,Chicago,2016,Soil,Chemical,65.42
Massachusetts,Chicago,2016,Water,Oxygen-depletion,66.11
Massachusetts,Chicago,2016,Air,Light,69.89
Massachusetts,Chicago,2016,Soil,Thermal,71.7
Massachusetts,Chicago,2016,Water,Noise,72.13
Massachusetts,Chicago,2016,Air,Inorganic Fertilizers,80.54
Massachusetts,Chicago,2016,Soil,Solid Waste,81.87
Massachusetts,Chicago,2016,Water,Inferior Irrigation,82.49
Massachusetts,Chicago,2016,Air,Industrial,82.38
Massachusetts,Chicago,2016,Soil,Surface water,85.57
Illinois,San Francisco,2017,Water,Surface water,94.17
Illinois,San Francisco,2017,Air,Groundwater,-0.05
Illinois,San Francisco,2017,Soil,Chemical,97.82
Illinois,San Francisco,2017,Water,Oxygen-depletion,98.07
Illinois,San Francisco,2017,Air,Light,98.87
Illinois,San Francisco,2017,Soil,Thermal,98.08
Illinois,San Francisco,2017,Water,Noise,-2.74
Illinois,San Francisco,2017,Air,Inorganic Fertilizers,-2.83
Illinois,San Francisco,2017,Soil,Solid Waste,-86.02
Illinois,San Francisco,2017,Water,Inferior Irrigation,-85.61
Illinois,San Francisco,2017,Air,Industrial,-83.19
Illinois,San Francisco,2017,Soil,Surface water,-81.2
California,Malibu,2019,Water,Surface water,-79.6
California,Malibu,2019,Air,Groundwater,-77.41
California,Malibu,2019,Soil,Chemical,-76.75
California,Malibu,2019,Water,Oxygen-depletion,-74.2
California,Malibu,2019,Air,Light,-74.51
California,Malibu,2019,Soil,Thermal,-72.23
California,Malibu,2019,Water,Noise,-72.21
California,Malibu,2019,Air,Inorganic Fertilizers,-72.19
California,Malibu,2019,Soil,Solid Waste,-68.72
California,Malibu,2019,Water,Inferior Irrigation,-65.4
California,Malibu,2019,Air,Industrial,-63.16
California,Malibu,2019,Soil,Surface water,-60.1
Massachusetts,Los-Angeles,2022,Water,Surface water,-59.22
Massachusetts,Los-Angeles,2022,Air,Groundwater,-59.19
Massachusetts,Los-Angeles,2022,Soil,Chemical,-57.5
Massachusetts,Los-Angeles,2022,Water,Oxygen-depletion,-55.0
Massachusetts,Los-Angeles,2022,Air,Light,-52.4
Massachusetts,Los-Angeles,2022,Soil,Thermal,-49.94
Massachusetts,Los-Angeles,2022,Water,Noise,-48.26
Massachusetts,Los-Angeles,2022,Air,Inorganic Fertilizers,-46.86
Massachusetts,Los-Angeles,2022,Soil,Solid Waste,-45.81
Massachusetts,Los-Angeles,2022,Water,Inferior Irrigation,-46.04
Massachusetts,Los-Angeles,2022,Air,Industrial,-39.4
Massachusetts,Los-Angeles,2022,Soil,Surface water,-38.56
Illinois,Boston,2016,Water,Surface water,-36.92
Illinois,Boston,2016,Air,Groundwater,-35.04
Illinois,Boston,2016,Soil,Chemical,-34.06
Illinois,Boston,2016,Water,Oxygen-depletion,-33.6
Illinois,Boston,2016,Air,Light,-34.11
Illinois,Boston,2016,Soil,Thermal,-31.92
Illinois,Boston,2016,Water,Noise,-34.18
Illinois,Boston,2016,Air,Inorganic Fertilizers,-29.16
Illinois,Boston,2016,Soil,Solid Waste,-31.04
Illinois,Boston,2016,Water,Inferior Irrigation,-33.66
Illinois,Boston,2016,Air,Industrial,-26.01
Illinois,Boston,2016,Soil,Surface water,-27.79
California,Cambridge,2017,Water,Surface water,-24.67
California,Cambridge,2017,Air,Groundwater,-28.15
California,Cambridge,2017,Soil,Chemical,-22.4
California,Cambridge,2017,Water,Oxygen-depletion,-20.75
California,Cambridge,2017,Air,Light,-18.29
California,Cambridge,2017,Soil,Thermal,-15.69
California,Cambridge,2017,Water,Noise,-15.58
California,Cambridge,2017,Air,Inorganic Fertilizers,-8.16
California,Cambridge,2017,Soil,Solid Waste,-5.04
California,Cambridge,2017,Water,Inferior Irrigation,-4.1
California,Cambridge,2017,Air,Industrial,-3.05
California,Cambridge,2017,Soil,Surface water,-2.32
