Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q4,December,Oregon,Portland,3.43
Service,School,Q3,November,Oregon,Salem,5.79
Service,School,Q1,July,Oregon,Portland,9.65
Service,School,Q4,September,Oregon,Salem,31.17
Service,School,Q3,February,Oregon,Portland,32.31
Service,School,Q1,March,Oregon,Salem,37.57
Production,Hospital,Q4,December,Oregon,Portland,38.78
Production,Hospital,Q3,November,Oregon,Salem,39.34
Production,Hospital,Q1,July,Oregon,Portland,42.11
Production,Hospital,Q4,September,Oregon,Salem,43.65
Production,Hospital,Q3,February,Oregon,Portland,46.64
Production,Hospital,Q1,March,Oregon,Salem,47.78
Service,Factory,Q4,December,Oregon,Portland,49.44
Service,Factory,Q3,November,Oregon,Salem,58.5
Service,Factory,Q1,July,Oregon,Portland,63.0
Service,Factory,Q4,September,Oregon,Salem,71.36
Service,Factory,Q3,February,Oregon,Portland,75.82
Service,Factory,Q1,March,Oregon,Salem,79.74
Production,Workshop,Q4,December,Oregon,Portland,88.83
Production,Workshop,Q3,November,Oregon,Salem,89.76
Production,Workshop,Q1,July,Oregon,Portland,90.32
Production,Workshop,Q4,September,Oregon,Salem,88.31
Production,Workshop,Q3,February,Oregon,Portland,88.08
Production,Workshop,Q1,March,Oregon,Salem,99.57
