Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Hospital,Q4,November,Oregon,Salem,1.81
Service,Hospital,Q1,December,Oregon,Salem,7.8
Service,Hospital,Q2,March,Oregon,Salem,7.31
Service,Hospital,Q4,January,Oregon,Salem,9.07
Service,Hospital,Q1,February,Oregon,Salem,10.86
Service,Hospital,Q2,May,Oregon,Salem,12.17
Service,Hospital,Q4,June,Oregon,Salem,14.76
Service,Hospital,Q1,April,Oregon,Salem,15.54
Service,Hospital,Q2,November,Oregon,Salem,14.84
Culture,Administration,Q4,November,Oregon,Salem,18.54
Culture,Administration,Q1,December,Oregon,Salem,24.66
Culture,Administration,Q2,March,Oregon,Salem,27.62
Culture,Administration,Q4,January,Oregon,Salem,29.36
Culture,Administration,Q1,February,Oregon,Salem,31.29
Culture,Administration,Q2,May,Oregon,Salem,32.36
Culture,Administration,Q4,June,Oregon,Salem,33.67
Culture,Administration,Q1,April,Oregon,Salem,31.34
Culture,Administration,Q2,November,Oregon,Salem,40.26
Service,Concert,Q4,November,Oregon,Salem,41.01
Service,Concert,Q1,December,Oregon,Salem,47.64
Service,Concert,Q2,March,Oregon,Salem,48.21
Service,Concert,Q4,January,Oregon,Salem,50.91
Service,Concert,Q1,February,Oregon,Salem,54.94
Service,Concert,Q2,May,Oregon,Salem,58.99
Service,Concert,Q4,June,Oregon,Salem,63.36
Service,Concert,Q1,April,Oregon,Salem,64.45
Service,Concert,Q2,November,Oregon,Salem,67.19
Culture,Museum,Q4,November,Oregon,Salem,70.67
Culture,Museum,Q1,December,Oregon,Salem,71.9
Culture,Museum,Q2,March,Oregon,Salem,73.96
Culture,Museum,Q4,January,Oregon,Salem,75.82
Culture,Museum,Q1,February,Oregon,Salem,77.14
Culture,Museum,Q2,May,Oregon,Salem,82.64
Culture,Museum,Q4,June,Oregon,Salem,82.0
Culture,Museum,Q1,April,Oregon,Salem,84.76
Culture,Museum,Q2,November,Oregon,Salem,85.23
Service,Theatre,Q4,November,Oregon,Salem,87.55
Service,Theatre,Q1,December,Oregon,Salem,89.43
Service,Theatre,Q2,March,Oregon,Salem,90.67
Service,Theatre,Q4,January,Oregon,Salem,91.89
Service,Theatre,Q1,February,Oregon,Salem,92.89
Service,Theatre,Q2,May,Oregon,Salem,94.04
Service,Theatre,Q4,June,Oregon,Salem,94.99
Service,Theatre,Q1,April,Oregon,Salem,96.58
Service,Theatre,Q2,November,Oregon,Salem,97.42
