Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Florida,Tampa,Wind,Storm,0.36
2021,Florida,Tampa,Humidity,Calm,2.99
2021,Florida,Tampa,Temperature,High,4.78
2021,Florida,Tampa,Wind,Low,4.96
2021,Florida,Tampa,Humidity,Medium,6.88
2021,Florida,Tampa,Temperature,11-20,6.2
2021,Florida,Tampa,Wind,31-40,8.83
2021,Florida,Tampa,Humidity,0-10,7.81
2021,Florida,Tampa,Temperature,Storm,7.33
2016,California,Fort Lauderdale,Wind,Storm,5.66
2016,California,Fort Lauderdale,Humidity,Calm,9.9
2016,California,Fort Lauderdale,Temperature,High,9.61
2016,California,Fort Lauderdale,Wind,Low,14.01
2016,California,Fort Lauderdale,Humidity,Medium,15.26
2016,California,Fort Lauderdale,Temperature,11-20,16.47
2016,California,Fort Lauderdale,Wind,31-40,10.8
2016,California,Fort Lauderdale,Humidity,0-10,18.88
2016,California,Fort Lauderdale,Temperature,Storm,19.32
2017,Florida,Malibu,Wind,Storm,17.94
2017,Florida,Malibu,Humidity,Calm,21.75
2017,Florida,Malibu,Temperature,High,22.57
2017,Florida,Malibu,Wind,Low,23.55
2017,Florida,Malibu,Humidity,Medium,18.82
2017,Florida,Malibu,Temperature,11-20,25.57
2017,Florida,Malibu,Wind,31-40,26.11
2017,Florida,Malibu,Humidity,0-10,25.6
2017,Florida,Malibu,Temperature,Storm,26.15
2021,California,Berkeley,Wind,Storm,22.76
2021,California,Berkeley,Humidity,Calm,25.8
2021,California,Berkeley,Temperature,High,6.17
2021,California,Berkeley,Wind,Low,23.73
2021,California,Berkeley,Humidity,Medium,8.59
2021,California,Berkeley,Temperature,11-20,8.19
2021,California,Berkeley,Wind,31-40,9.78
2021,California,Berkeley,Humidity,0-10,9.14
2021,California,Berkeley,Temperature,Storm,9.8
2016,Florida,Los-Angeles,Wind,Storm,11.79
2016,Florida,Los-Angeles,Humidity,Calm,12.14
2016,Florida,Los-Angeles,Temperature,High,12.25
2016,Florida,Los-Angeles,Wind,Low,14.69
2016,Florida,Los-Angeles,Humidity,Medium,14.34
2016,Florida,Los-Angeles,Temperature,11-20,16.01
2016,Florida,Los-Angeles,Wind,31-40,5.11
2016,Florida,Los-Angeles,Humidity,0-10,6.47
2016,Florida,Los-Angeles,Temperature,Storm,20.82
