Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q2,June,1.33
Residential,House,Q3,May,3.06
Residential,House,Q1,April,6.79
Residential,House,Q2,July,11.11
Residential,House,Q3,September,12.92
Residential,House,Q1,March,18.72
Residential,House,Q2,January,19.16
Residential,House,Q3,June,19.49
Residential,House,Q1,May,20.55
Production,Apartment,Q2,June,27.42
Production,Apartment,Q3,May,28.09
Production,Apartment,Q1,April,29.41
Production,Apartment,Q2,July,35.38
Production,Apartment,Q3,September,36.05
Production,Apartment,Q1,March,37.68
Production,Apartment,Q2,January,39.0
Production,Apartment,Q3,June,44.35
Production,Apartment,Q1,May,45.17
Residential,Hotel,Q2,June,46.46
Residential,Hotel,Q3,May,49.07
Residential,Hotel,Q1,April,51.12
Residential,Hotel,Q2,July,55.82
Residential,Hotel,Q3,September,55.98
Residential,Hotel,Q1,March,59.21
Residential,Hotel,Q2,January,61.97
Residential,Hotel,Q3,June,64.27
Residential,Hotel,Q1,May,64.17
Production,Factory,Q2,June,66.96
Production,Factory,Q3,May,67.39
Production,Factory,Q1,April,68.43
Production,Factory,Q2,July,65.06
Production,Factory,Q3,September,73.9
Production,Factory,Q1,March,80.28
Production,Factory,Q2,January,84.42
Production,Factory,Q3,June,84.24
Production,Factory,Q1,May,87.69
Residential,Workshop,Q2,June,88.81
Residential,Workshop,Q3,May,89.02
Residential,Workshop,Q1,April,87.93
Residential,Workshop,Q2,July,87.13
Residential,Workshop,Q3,September,90.15
Residential,Workshop,Q1,March,91.46
Residential,Workshop,Q2,January,94.08
Residential,Workshop,Q3,June,97.29
Residential,Workshop,Q1,May,99.09
