Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q1,March,Nevada,Las Vegas,2.2
Service,School,Q2,January,Massachusetts,Cambridge,3.32
Service,School,Q3,June,Nevada,Lenox,3.01
Service,School,Q1,May,Massachusetts,Las Vegas,2.15
Service,School,Q2,April,Nevada,Cambridge,6.03
Service,School,Q3,August,Massachusetts,Lenox,4.9
Service,School,Q1,September,Nevada,Las Vegas,6.93
Service,School,Q2,March,Massachusetts,Cambridge,9.07
Service,School,Q3,January,Nevada,Lenox,10.47
Culture,Hospital,Q1,March,Nevada,Las Vegas,11.36
Culture,Hospital,Q2,January,Massachusetts,Cambridge,12.66
Culture,Hospital,Q3,June,Nevada,Lenox,13.64
Culture,Hospital,Q1,May,Massachusetts,Las Vegas,14.46
Culture,Hospital,Q2,April,Nevada,Cambridge,9.15
Culture,Hospital,Q3,August,Massachusetts,Lenox,15.3
Culture,Hospital,Q1,September,Nevada,Las Vegas,15.26
Culture,Hospital,Q2,March,Massachusetts,Cambridge,19.93
Culture,Hospital,Q3,January,Nevada,Lenox,20.09
Residential,Theatre,Q1,March,Nevada,Las Vegas,21.3
Residential,Theatre,Q2,January,Massachusetts,Cambridge,21.49
Residential,Theatre,Q3,June,Nevada,Lenox,23.99
Residential,Theatre,Q1,May,Massachusetts,Las Vegas,23.39
Residential,Theatre,Q2,April,Nevada,Cambridge,26.77
Residential,Theatre,Q3,August,Massachusetts,Lenox,27.39
Residential,Theatre,Q1,September,Nevada,Las Vegas,31.0
Residential,Theatre,Q2,March,Massachusetts,Cambridge,32.98
Residential,Theatre,Q3,January,Nevada,Lenox,35.78
Service,Museum,Q1,March,Nevada,Las Vegas,36.46
Service,Museum,Q2,January,Massachusetts,Cambridge,41.8
Service,Museum,Q3,June,Nevada,Lenox,42.7
Service,Museum,Q1,May,Massachusetts,Las Vegas,48.4
Service,Museum,Q2,April,Nevada,Cambridge,49.38
Service,Museum,Q3,August,Massachusetts,Lenox,50.7
Service,Museum,Q1,September,Nevada,Las Vegas,51.25
Service,Museum,Q2,March,Massachusetts,Cambridge,49.59
Service,Museum,Q3,January,Nevada,Lenox,53.11
Culture,Concert,Q1,March,Nevada,Las Vegas,52.38
Culture,Concert,Q2,January,Massachusetts,Cambridge,55.43
Culture,Concert,Q3,June,Nevada,Lenox,63.47
Culture,Concert,Q1,May,Massachusetts,Las Vegas,64.94
Culture,Concert,Q2,April,Nevada,Cambridge,65.87
Culture,Concert,Q3,August,Massachusetts,Lenox,66.53
Culture,Concert,Q1,September,Nevada,Las Vegas,67.7
Culture,Concert,Q2,March,Massachusetts,Cambridge,65.92
Culture,Concert,Q3,January,Nevada,Lenox,68.28
Residential,House,Q1,March,Nevada,Las Vegas,70.48
Residential,House,Q2,January,Massachusetts,Cambridge,71.65
Residential,House,Q3,June,Nevada,Lenox,71.29
Residential,House,Q1,May,Massachusetts,Las Vegas,73.16
Residential,House,Q2,April,Nevada,Cambridge,74.61
Residential,House,Q3,August,Massachusetts,Lenox,75.66
Residential,House,Q1,September,Nevada,Las Vegas,75.37
Residential,House,Q2,March,Massachusetts,Cambridge,77.45
Residential,House,Q3,January,Nevada,Lenox,70.09
Service,Apartment,Q1,March,Nevada,Las Vegas,70.51
Service,Apartment,Q2,January,Massachusetts,Cambridge,80.35
Service,Apartment,Q3,June,Nevada,Lenox,80.12
Service,Apartment,Q1,May,Massachusetts,Las Vegas,81.68
Service,Apartment,Q2,April,Nevada,Cambridge,83.76
Service,Apartment,Q3,August,Massachusetts,Lenox,84.97
Service,Apartment,Q1,September,Nevada,Las Vegas,85.97
Service,Apartment,Q2,March,Massachusetts,Cambridge,85.18
Service,Apartment,Q3,January,Nevada,Lenox,87.49
Culture,Hotel,Q1,March,Nevada,Las Vegas,87.9
Culture,Hotel,Q2,January,Massachusetts,Cambridge,87.56
Culture,Hotel,Q3,June,Nevada,Lenox,83.74
Culture,Hotel,Q1,May,Massachusetts,Las Vegas,92.89
Culture,Hotel,Q2,April,Nevada,Cambridge,94.19
Culture,Hotel,Q3,August,Massachusetts,Lenox,95.74
Culture,Hotel,Q1,September,Nevada,Las Vegas,96.63
Culture,Hotel,Q2,March,Massachusetts,Cambridge,96.79
Culture,Hotel,Q3,January,Nevada,Lenox,99.75
