Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q4,December,Oregon,Redmond,0.58
Residential,House,Q2,October,Oregon,Redmond,2.79
Residential,House,Q4,May,Oregon,Redmond,3.97
Residential,House,Q2,June,Oregon,Redmond,3.15
Residential,House,Q4,April,Oregon,Redmond,6.85
Residential,House,Q2,December,Oregon,Redmond,8.07
Service,Apartment,Q4,December,Oregon,Redmond,8.95
Service,Apartment,Q2,October,Oregon,Redmond,10.64
Service,Apartment,Q4,May,Oregon,Redmond,11.57
Service,Apartment,Q2,June,Oregon,Redmond,9.95
Service,Apartment,Q4,April,Oregon,Redmond,8.44
Service,Apartment,Q2,December,Oregon,Redmond,14.42
Culture,Hotel,Q4,December,Oregon,Redmond,14.8
Culture,Hotel,Q2,October,Oregon,Redmond,9.1
Culture,Hotel,Q4,May,Oregon,Redmond,17.69
Culture,Hotel,Q2,June,Oregon,Redmond,12.16
Culture,Hotel,Q4,April,Oregon,Redmond,20.97
Culture,Hotel,Q2,December,Oregon,Redmond,20.96
Residential,Hospital,Q4,December,Oregon,Redmond,24.23
Residential,Hospital,Q2,October,Oregon,Redmond,25.29
Residential,Hospital,Q4,May,Oregon,Redmond,26.94
Residential,Hospital,Q2,June,Oregon,Redmond,31.29
Residential,Hospital,Q4,April,Oregon,Redmond,34.78
Residential,Hospital,Q2,December,Oregon,Redmond,35.13
Service,Library,Q4,December,Oregon,Redmond,37.05
Service,Library,Q2,October,Oregon,Redmond,38.26
Service,Library,Q4,May,Oregon,Redmond,42.86
Service,Library,Q2,June,Oregon,Redmond,42.04
Service,Library,Q4,April,Oregon,Redmond,45.52
Service,Library,Q2,December,Oregon,Redmond,47.78
Culture,Administration,Q4,December,Oregon,Redmond,49.88
Culture,Administration,Q2,October,Oregon,Redmond,53.84
Culture,Administration,Q4,May,Oregon,Redmond,56.44
Culture,Administration,Q2,June,Oregon,Redmond,59.34
Culture,Administration,Q4,April,Oregon,Redmond,60.68
Culture,Administration,Q2,December,Oregon,Redmond,62.47
Residential,Museum,Q4,December,Oregon,Redmond,62.1
Residential,Museum,Q2,October,Oregon,Redmond,64.28
Residential,Museum,Q4,May,Oregon,Redmond,67.28
Residential,Museum,Q2,June,Oregon,Redmond,67.67
Residential,Museum,Q4,April,Oregon,Redmond,67.22
Residential,Museum,Q2,December,Oregon,Redmond,70.46
Service,Concert,Q4,December,Oregon,Redmond,73.11
Service,Concert,Q2,October,Oregon,Redmond,76.33
Service,Concert,Q4,May,Oregon,Redmond,83.47
Service,Concert,Q2,June,Oregon,Redmond,84.46
Service,Concert,Q4,April,Oregon,Redmond,84.48
Service,Concert,Q2,December,Oregon,Redmond,87.53
Culture,Theatre,Q4,December,Oregon,Redmond,89.0
Culture,Theatre,Q2,October,Oregon,Redmond,90.15
Culture,Theatre,Q4,May,Oregon,Redmond,90.48
Culture,Theatre,Q2,June,Oregon,Redmond,92.49
Culture,Theatre,Q4,April,Oregon,Redmond,94.89
Culture,Theatre,Q2,December,Oregon,Redmond,96.9
