Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2021,Wind,Calm,1.76
2021,Humidity,Breeze,2.03
2021,Temperature,Medium,2.16
2021,Wind,Low,4.24
2021,Humidity,High,4.96
2021,Temperature,31-40,4.54
2021,Wind,0-10,7.81
2021,Humidity,11-20,8.51
2021,Temperature,Calm,8.14
2022,Wind,Calm,8.6
2022,Humidity,Breeze,11.79
2022,Temperature,Medium,12.92
2022,Wind,Low,13.12
2022,Humidity,High,14.67
2022,Temperature,31-40,15.31
2022,Wind,0-10,14.11
2022,Humidity,11-20,17.8
2022,Temperature,Calm,18.64
2015,Wind,Calm,19.83
2015,Humidity,Breeze,20.86
2015,Temperature,Medium,20.35
2015,Wind,Low,20.46
2015,Humidity,High,24.96
2015,Temperature,31-40,25.15
2015,Wind,0-10,26.72
2015,Humidity,11-20,26.02
2015,Temperature,Calm,27.1
