Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2020,Temperature,0-10,2.93
2020,Wind,31-40,5.17
2020,Humidity,11-20,8.37
2020,Temperature,Calm,10.52
2020,Wind,Breeze,11.59
2020,Humidity,Storm,12.41
2020,Temperature,High,10.54
2020,Wind,Medium,15.39
2020,Humidity,Low,15.75
2018,Temperature,0-10,17.58
2018,Wind,31-40,15.81
2018,Humidity,11-20,22.5
2018,Temperature,Calm,23.47
2018,Wind,Breeze,24.19
2018,Humidity,Storm,22.91
2018,Temperature,High,24.62
2018,Wind,Medium,27.69
2018,Humidity,Low,25.67
