Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2021,Wind,Calm,0.57
2021,Temperature,Breeze,1.95
2021,Humidity,Storm,0.22
2021,Wind,31-40,5.2
2021,Temperature,11-20,6.26
2021,Humidity,0-10,7.1
2021,Wind,High,6.47
2021,Temperature,Medium,10.05
2021,Humidity,Calm,11.63
2020,Wind,Calm,13.86
2020,Temperature,Breeze,17.44
2020,Humidity,Storm,18.4
2020,Wind,31-40,18.8
2020,Temperature,11-20,18.94
2020,Humidity,0-10,21.51
2020,Wind,High,22.39
2020,Temperature,Medium,23.19
2020,Humidity,Calm,27.54
