Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2015,Q1,Cereals,Oats,135.64
Export,2015,Q1,Meat,Wheat,397.98
Export,2015,Q1,Beverage,Seeds,398.73
Export,2015,Q1,Cereals,Camel,21.95
Export,2015,Q1,Meat,Chicken,919.34
Export,2015,Q1,Beverage,Juice,24.18
Export,2015,Q1,Cereals,Soda,537.04
Export,2015,Q1,Meat,Oats,928.5
Export,2015,Q1,Beverage,Wheat,289.54
Export,2017,Q1,Cereals,Oats,933.55
Export,2017,Q1,Meat,Wheat,423.43
Export,2017,Q1,Beverage,Seeds,41.7
Export,2017,Q1,Cereals,Camel,811.64
Export,2017,Q1,Meat,Chicken,558.83
Export,2017,Q1,Beverage,Juice,49.94
Export,2017,Q1,Cereals,Soda,691.13
Export,2017,Q1,Meat,Oats,573.72
Export,2017,Q1,Beverage,Wheat,960.83
Export,2020,Q1,Cereals,Oats,579.8
Export,2020,Q1,Meat,Wheat,451.73
Export,2020,Q1,Beverage,Seeds,581.86
Export,2020,Q1,Cereals,Camel,968.94
Export,2020,Q1,Meat,Chicken,972.82
Export,2020,Q1,Beverage,Juice,333.18
Export,2020,Q1,Cereals,Soda,716.35
Export,2020,Q1,Meat,Oats,463.35
Export,2020,Q1,Beverage,Wheat,77.6
Export,2015,Q1,Cereals,Oats,92.92
Export,2015,Q1,Meat,Wheat,733.55
Export,2015,Q1,Beverage,Seeds,606.6
Export,2015,Q1,Cereals,Camel,477.57
Export,2015,Q1,Meat,Chicken,993.99
Export,2015,Q1,Beverage,Juice,104.88
Export,2015,Q1,Cereals,Soda,618.59
Export,2015,Q1,Meat,Oats,874.9
Export,2015,Q1,Beverage,Wheat,236.86
Export,2017,Q1,Cereals,Oats,237.66
Export,2017,Q1,Meat,Wheat,750.17
Export,2017,Q1,Beverage,Seeds,751.52
Export,2017,Q1,Cereals,Camel,494.75
Export,2017,Q1,Meat,Chicken,371.15
Export,2017,Q1,Beverage,Juice,244.43
Export,2017,Q1,Cereals,Soda,886.27
Export,2017,Q1,Meat,Oats,505.18
Export,2017,Q1,Beverage,Wheat,508.59
