Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Michigan,Flint,Wind,Calm,1.75
2018,Michigan,Flint,Temperature,Breeze,2.58
2018,Michigan,Flint,Wind,Storm,1.43
2018,Michigan,Flint,Temperature,11-20,4.45
2018,Michigan,Flint,Wind,31-40,5.65
2018,Michigan,Flint,Temperature,Calm,4.65
2022,Florida,Port Huron,Wind,Calm,4.66
2022,Florida,Port Huron,Temperature,Breeze,4.11
2022,Florida,Port Huron,Wind,Storm,9.4
2022,Florida,Port Huron,Temperature,11-20,10.01
2022,Florida,Port Huron,Wind,31-40,11.11
2022,Florida,Port Huron,Temperature,Calm,8.66
2018,Michigan,Detroit,Wind,Calm,9.46
2018,Michigan,Detroit,Temperature,Breeze,8.05
2018,Michigan,Detroit,Wind,Storm,13.34
2018,Michigan,Detroit,Temperature,11-20,16.49
2018,Michigan,Detroit,Wind,31-40,16.39
2018,Michigan,Detroit,Temperature,Calm,16.6
2022,Florida,Tampa,Wind,Calm,19.27
2022,Florida,Tampa,Temperature,Breeze,20.08
2022,Florida,Tampa,Wind,Storm,20.14
2022,Florida,Tampa,Temperature,11-20,22.91
2022,Florida,Tampa,Wind,31-40,23.36
2022,Florida,Tampa,Temperature,Calm,24.38
2018,Michigan,Fort Lauderdale,Wind,Calm,25.88
2018,Michigan,Fort Lauderdale,Temperature,Breeze,23.93
2018,Michigan,Fort Lauderdale,Wind,Storm,5.0
2018,Michigan,Fort Lauderdale,Temperature,11-20,25.45
2018,Michigan,Fort Lauderdale,Wind,31-40,11.38
2018,Michigan,Fort Lauderdale,Temperature,Calm,11.5
