Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q4,December,0.18
Culture,Theatre,Q3,November,1.4
Culture,Theatre,Q1,October,0.29
Culture,Theatre,Q4,July,2.99
Culture,Theatre,Q3,September,1.82
Culture,Theatre,Q1,August,5.31
Culture,Theatre,Q4,March,6.07
Culture,Theatre,Q3,January,5.61
Culture,Theatre,Q1,February,9.88
Production,Concert,Q4,December,10.92
Production,Concert,Q3,November,9.41
Production,Concert,Q1,October,25.48
Production,Concert,Q4,July,27.18
Production,Concert,Q3,September,29.09
Production,Concert,Q1,August,31.62
Production,Concert,Q4,March,33.05
Production,Concert,Q3,January,35.73
Production,Concert,Q1,February,36.65
Culture,Museum,Q4,December,38.97
Culture,Museum,Q3,November,40.2
Culture,Museum,Q1,October,44.65
Culture,Museum,Q4,July,45.3
Culture,Museum,Q3,September,46.03
Culture,Museum,Q1,August,49.92
Culture,Museum,Q4,March,50.31
Culture,Museum,Q3,January,51.21
Culture,Museum,Q1,February,52.23
Production,Workshop,Q4,December,58.03
Production,Workshop,Q3,November,60.15
Production,Workshop,Q1,October,63.93
Production,Workshop,Q4,July,66.34
Production,Workshop,Q3,September,69.88
Production,Workshop,Q1,August,69.59
Production,Workshop,Q4,March,75.04
Production,Workshop,Q3,January,78.45
Production,Workshop,Q1,February,82.88
Culture,Factory,Q4,December,83.31
Culture,Factory,Q3,November,83.96
Culture,Factory,Q1,October,87.2
Culture,Factory,Q4,July,88.73
Culture,Factory,Q3,September,89.17
Culture,Factory,Q1,August,91.58
Culture,Factory,Q4,March,93.48
Culture,Factory,Q3,January,97.19
Culture,Factory,Q1,February,99.7
